Cruise,Haul.no,Moc,Net.no,Transect,Station,Fish.no,Length(mm),notes 
SPECTRA_W23,306-1-4,1,4,GH,1,12,4.11,
SPECTRA_W23,306-1-4,1,4,GH,1,13,3.8,
SPECTRA_W23,306-1-4,1,4,GH,1,14,4.77,
SPECTRA_W23,306-1-4,1,4,GH,1,15,4.75,
SPECTRA_W23,306-1-4,1,4,GH,1,16,5.45,
SPECTRA_W23,306-1-4,1,4,GH,1,17,3.18,
SPECTRA_W23,306-1-4,1,4,GH,1,18,5.81,
SPECTRA_W23,306-1-4,1,4,GH,1,19,2.83,
SPECTRA_W23,306-1-4,1,4,GH,1,20,6.3,
SPECTRA_W23,306-1-4,1,4,GH,1,21,2.88,
SPECTRA_W23,306-1-4,1,4,GH,1,22,3.77,
SPECTRA_W23,306-1-4,1,4,GH,1,23,3.8,
SPECTRA_W23,306-1-4,1,4,GH,1,24,3.57,
SPECTRA_W23,306-1-4,1,4,GH,1,25,4.49,
SPECTRA_W23,306-1-4,1,4,GH,1,26,3.75,
SPECTRA_W23,306-1-4,1,4,GH,1,27,4.06,
SPECTRA_W23,306-1-4,1,4,GH,1,28,2.67,
SPECTRA_W23,306-1-4,1,4,GH,1,29,4.65,
SPECTRA_W23,306-1-4,1,4,GH,1,30,2.71,
SPECTRA_W23,306-1-4,1,4,GH,1,31,4.15,
SPECTRA_W23,306-1-4,1,4,GH,1,32,5.54,
SPECTRA_W23,306-1-4,1,4,GH,1,33,4.23,
SPECTRA_W23,306-1-4,1,4,GH,1,34,3.78,
SPECTRA_W23,306-1-4,1,4,GH,1,35,4.7,
SPECTRA_W23,306-1-4,1,4,GH,1,36,5.83,
SPECTRA_W23,306-1-4,1,4,GH,1,37,2.85,
SPECTRA_W23,306-1-4,1,4,GH,1,38,5.1,
SPECTRA_W23,306-1-4,1,4,GH,1,39,3.35,
SPECTRA_W23,306-1-4,1,4,GH,1,40,5.28,
SPECTRA_W23,306-1-4,1,4,GH,1,41,9.17,flexion
SPECTRA_W23,306-1-4,1,4,GH,1,42,8.97,
SPECTRA_W23,306-1-4,1,4,GH,1,43,4.88,
SPECTRA_W23,306-1-4,1,4,GH,1,44,3.94,
SPECTRA_W23,306-1-4,1,4,GH,1,45,2.84,
SPECTRA_W23,306-1-4,1,4,GH,1,46,2.69,
SPECTRA_W23,306-1-4,1,4,GH,1,47,5.41,
SPECTRA_W23,306-1-4,1,4,GH,1,48,3.48,
SPECTRA_W23,306-1-4,1,4,GH,1,49,3.85,
SPECTRA_W23,306-1-4,1,4,GH,1,50,3.34,
SPECTRA_W23,306-1-4,1,4,GH,1,51,3.71,
SPECTRA_W23,306-1-4,1,4,GH,1,52,2.97,
SPECTRA_W23,306-1-4,1,4,GH,1,53,3.72,
SPECTRA_W23,306-1-4,1,4,GH,1,54,7.51,
SPECTRA_W23,306-1-4,1,4,GH,1,55,3.1,
SPECTRA_W23,306-1-4,1,4,GH,1,56,3.75,
SPECTRA_W23,306-1-4,1,4,GH,1,57,3.17,
SPECTRA_W23,306-1-4,1,4,GH,1,58,3.11,
SPECTRA_W23,306-1-4,1,4,GH,1,59,3.06,
SPECTRA_W23,306-1-4,1,4,GH,1,60,4.43,
SPECTRA_W23,306-1-4,1,4,GH,1,61,5.32,
SPECTRA_W23,306-1-4,1,4,GH,1,62,8.02,post-flexion
SPECTRA_W23,306-1-4,1,4,GH,1,63,5.92,
SPECTRA_W23,306-1-4,1,4,GH,1,64,2.76,
SPECTRA_W23,306-1-4,1,4,GH,1,65,3.45,
SPECTRA_W23,306-1-4,1,4,GH,1,66,5.55,
SPECTRA_W23,306-1-4,1,4,GH,1,67,3.11,
SPECTRA_W23,306-1-4,1,4,GH,1,68,4.13,
SPECTRA_W23,306-1-4,1,4,GH,1,69,4.39,
SPECTRA_W23,306-1-4,1,4,GH,1,70,3.91,
SPECTRA_W23,306-1-4,1,4,GH,1,71,4.58,
SPECTRA_W23,306-1-4,1,4,GH,1,72,6.87,
SPECTRA_W23,306-1-4,1,4,GH,1,73,3.51,
SPECTRA_W23,306-1-4,1,4,GH,1,74,4.45,
SPECTRA_W23,306-1-4,1,4,GH,1,75,3.71,
SPECTRA_W23,306-1-4,1,4,GH,1,76,3.77,
SPECTRA_W23,306-1-4,1,4,GH,1,77,4.13,
SPECTRA_W23,306-1-4,1,4,GH,1,78,4.19,
SPECTRA_W23,306-1-4,1,4,GH,1,79,3.08,
SPECTRA_W23,306-1-4,1,4,GH,1,80,4,
SPECTRA_W23,306-1-4,1,4,GH,1,81,NA,damaged
SPECTRA_W23,306-1-4,1,4,GH,1,82,3.75,
SPECTRA_W23,306-1-4,1,4,GH,1,83,4.07,
SPECTRA_W23,306-1-4,1,4,GH,1,84,3.53,
SPECTRA_W23,306-1-4,1,4,GH,1,85,3.92,
SPECTRA_W23,306-1-4,1,4,GH,1,86,3.69,
SPECTRA_W23,306-1-4,1,4,GH,1,87,3.57,
SPECTRA_W23,306-1-4,1,4,GH,1,88,3.72,
SPECTRA_W23,306-1-4,1,4,GH,1,89,3.59,
SPECTRA_W23,306-1-4,1,4,GH,1,90,3.23,
SPECTRA_W23,306-1-4,1,4,GH,1,91,3.16,
SPECTRA_W23,306-1-4,1,4,GH,1,92,3.31,
SPECTRA_W23,306-1-4,1,4,GH,1,93,4.07,
SPECTRA_W23,306-1-4,1,4,GH,1,94,4.45,
SPECTRA_W23,306-1-4,1,4,GH,1,95,2.89,
SPECTRA_W23,306-1-4,1,4,GH,1,96,3.78,
SPECTRA_W23,306-1-4,1,4,GH,1,97,4.14,
SPECTRA_W23,306-1-4,1,4,GH,1,98,4.28,
SPECTRA_W23,306-1-4,1,4,GH,1,99,4.19,
SPECTRA_W23,306-1-4,1,4,GH,1,100,3.87,
,,,,,,,,
SPECTRA_W23,306-4-0,4,0,GH,1,1,NA,damaged
SPECTRA_W23,306-4-0,4,0,GH,1,2,6.95,
SPECTRA_W23,306-4-0,4,0,GH,1,3,7.89,
SPECTRA_W23,306-4-0,4,0,GH,1,4,5.96,
SPECTRA_W23,306-4-0,4,0,GH,1,5,NA,damaged
SPECTRA_W23,306-4-0,4,0,GH,1,6,10.83,
SPECTRA_W23,306-4-0,4,0,GH,1,7,9.08,
SPECTRA_W23,306-4-0,4,0,GH,1,8,NA,damaged
SPECTRA_W23,306-4-0,4,0,GH,1,9,8.76,post-flexion
SPECTRA_W23,306-4-0,4,0,GH,1,10,9.31,flexion
SPECTRA_W23,306-4-0,4,0,GH,1,11,11.45,post-flexion
SPECTRA_W23,306-4-0,4,0,GH,1,12,9.3,
SPECTRA_W23,306-4-0,4,0,GH,1,13,11.67,post-flexion
SPECTRA_W23,306-4-0,4,0,GH,1,14,10.07,
SPECTRA_W23,306-4-0,4,0,GH,1,15,8.96,flexion
SPECTRA_W23,306-4-0,4,0,GH,1,16,NA,damaged
SPECTRA_W23,306-4-0,4,0,GH,1,17,NA,damaged
SPECTRA_W23,306-4-0,4,0,GH,1,18,6.84,
SPECTRA_W23,306-4-0,4,0,GH,1,19,7.63,
SPECTRA_W23,306-4-0,4,0,GH,1,20,NA,damaged
SPECTRA_W23,306-4-0,4,0,GH,1,21,9.17,post-flexion
SPECTRA_W23,306-4-0,4,0,GH,1,22,8.35,
SPECTRA_W23,306-4-0,4,0,GH,1,23,NA,damaged
SPECTRA_W23,306-4-0,4,0,GH,1,24,7.33,
SPECTRA_W23,306-4-0,4,0,GH,1,25,6.22,
SPECTRA_W23,306-4-0,4,0,GH,1,26,NA,damaged
SPECTRA_W23,306-4-0,4,0,GH,1,27,6.68,
SPECTRA_W23,306-4-0,4,0,GH,1,28,7.56,
SPECTRA_W23,306-4-0,4,0,GH,1,29,NA,damaged
SPECTRA_W23,306-4-0,4,0,GH,1,30,7.84,
SPECTRA_W23,306-4-0,4,0,GH,1,31,8.53,
SPECTRA_W23,306-4-0,4,0,GH,1,32,7.54,
SPECTRA_W23,306-4-0,4,0,GH,1,33,5.96,
SPECTRA_W23,306-4-0,4,0,GH,1,34,5.59,
SPECTRA_W23,306-4-0,4,0,GH,1,35,5.23,
SPECTRA_W23,306-4-0,4,0,GH,1,36,NA,damaged
SPECTRA_W23,306-4-0,4,0,GH,1,37,8.62,post-flexion
SPECTRA_W23,306-4-0,4,0,GH,1,38,9.92,post-flexion
SPECTRA_W23,306-4-0,4,0,GH,1,39,6.27,
SPECTRA_W23,306-4-0,4,0,GH,1,40,9.78,post-flexion
SPECTRA_W23,306-4-0,4,0,GH,1,41,9.88,post-flexion
SPECTRA_W23,306-4-0,4,0,GH,1,42,7.34,
SPECTRA_W23,306-4-0,4,0,GH,1,43,6.79,
SPECTRA_W23,306-4-0,4,0,GH,1,44,7.53,
SPECTRA_W23,306-4-0,4,0,GH,1,45,8.92,
SPECTRA_W23,306-4-0,4,0,GH,1,46,9.4,
,,,,,,,,
SPECTRA_W23,306-4-3,4,3,GH,1,1,12.43,post-flexion
SPECTRA_W23,306-4-3,4,3,GH,1,2,9.55,flexion
SPECTRA_W23,306-4-3,4,3,GH,1,3,10.56,post-flexion
SPECTRA_W23,306-4-3,4,3,GH,1,4,18.68,post-flexion
,,,,,,,,
SPECTRA_W23,306-4-4,4,4,GH,1,1,12.64,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,2,9.01,
SPECTRA_W23,306-4-4,4,4,GH,1,3,12.26,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,4,6.67,
SPECTRA_W23,306-4-4,4,4,GH,1,5,8.87,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,6,7.97,
SPECTRA_W23,306-4-4,4,4,GH,1,7,5.97,
SPECTRA_W23,306-4-4,4,4,GH,1,8,8.27,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,9,9.33,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,10,8.38,
SPECTRA_W23,306-4-4,4,4,GH,1,11,9.88,
SPECTRA_W23,306-4-4,4,4,GH,1,12,6.71,
SPECTRA_W23,306-4-4,4,4,GH,1,13,5.29,
SPECTRA_W23,306-4-4,4,4,GH,1,14,8.03,
SPECTRA_W23,306-4-4,4,4,GH,1,15,8.13,
SPECTRA_W23,306-4-4,4,4,GH,1,16,9.54,
SPECTRA_W23,306-4-4,4,4,GH,1,17,9.62,
SPECTRA_W23,306-4-4,4,4,GH,1,18,8.65,
SPECTRA_W23,306-4-4,4,4,GH,1,19,7.47,
SPECTRA_W23,306-4-4,4,4,GH,1,20,NA,damaged
SPECTRA_W23,306-4-4,4,4,GH,1,21,11.47,
SPECTRA_W23,306-4-4,4,4,GH,1,22,8.26,
SPECTRA_W23,306-4-4,4,4,GH,1,23,9.92,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,24,10.9,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,25,9.32,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,26,8.14,
SPECTRA_W23,306-4-4,4,4,GH,1,27,9.52,
SPECTRA_W23,306-4-4,4,4,GH,1,28,10.91,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,29,10,
SPECTRA_W23,306-4-4,4,4,GH,1,30,8.37,
SPECTRA_W23,306-4-4,4,4,GH,1,31,12.76,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,32,7.45,
SPECTRA_W23,306-4-4,4,4,GH,1,33,7.17,
SPECTRA_W23,306-4-4,4,4,GH,1,34,8.01,
SPECTRA_W23,306-4-4,4,4,GH,1,35,7.15,
SPECTRA_W23,306-4-4,4,4,GH,1,36,9.56,
SPECTRA_W23,306-4-4,4,4,GH,1,37,10.44,
SPECTRA_W23,306-4-4,4,4,GH,1,38,9.69,
SPECTRA_W23,306-4-4,4,4,GH,1,39,9.48,
SPECTRA_W23,306-4-4,4,4,GH,1,40,7.6,
SPECTRA_W23,306-4-4,4,4,GH,1,41,5.29,
SPECTRA_W23,306-4-4,4,4,GH,1,42,9.95,
SPECTRA_W23,306-4-4,4,4,GH,1,43,10.96,
SPECTRA_W23,306-4-4,4,4,GH,1,44,8.86,
SPECTRA_W23,306-4-4,4,4,GH,1,45,10.09,
SPECTRA_W23,306-4-4,4,4,GH,1,46,7.4,
SPECTRA_W23,306-4-4,4,4,GH,1,47,10.7,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,48,6.97,
SPECTRA_W23,306-4-4,4,4,GH,1,49,7.2,
SPECTRA_W23,306-4-4,4,4,GH,1,50,8.05,
SPECTRA_W23,306-4-4,4,4,GH,1,51,NA,damaged
SPECTRA_W23,306-4-4,4,4,GH,1,52,11.12,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,53,9.18,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,54,8.34,
SPECTRA_W23,306-4-4,4,4,GH,1,55,10.05,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,56,11.68,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,57,9.8,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,58,10.13,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,59,8.73,
SPECTRA_W23,306-4-4,4,4,GH,1,60,8.02,
SPECTRA_W23,306-4-4,4,4,GH,1,61,8.28,
SPECTRA_W23,306-4-4,4,4,GH,1,62,8.65,
SPECTRA_W23,306-4-4,4,4,GH,1,63,12.71,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,64,8.99,
SPECTRA_W23,306-4-4,4,4,GH,1,65,10.57,
SPECTRA_W23,306-4-4,4,4,GH,1,66,9.24,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,67,9.02,
SPECTRA_W23,306-4-4,4,4,GH,1,68,9.4,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,69,8.94,
SPECTRA_W23,306-4-4,4,4,GH,1,70,6.98,
SPECTRA_W23,306-4-4,4,4,GH,1,71,8.31,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,72,10.61,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,73,8.71,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,74,9.15,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,75,5.62,
SPECTRA_W23,306-4-4,4,4,GH,1,76,6.03,
SPECTRA_W23,306-4-4,4,4,GH,1,77,4.69,
SPECTRA_W23,306-4-4,4,4,GH,1,78,12.54,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,79,10.88,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,80,9.04,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,81,10.19,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,82,7.67,
SPECTRA_W23,306-4-4,4,4,GH,1,83,11.24,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,84,9.36,
SPECTRA_W23,306-4-4,4,4,GH,1,85,6.33,
SPECTRA_W23,306-4-4,4,4,GH,1,86,9.31,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,87,7.21,
SPECTRA_W23,306-4-4,4,4,GH,1,88,10.46,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,89,9.99,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,90,7.04,
SPECTRA_W23,306-4-4,4,4,GH,1,91,7.72,
SPECTRA_W23,306-4-4,4,4,GH,1,92,9.44,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,93,9.06,
SPECTRA_W23,306-4-4,4,4,GH,1,94,7.24,
SPECTRA_W23,306-4-4,4,4,GH,1,95,8.2,
SPECTRA_W23,306-4-4,4,4,GH,1,96,11.76,post-flexion
SPECTRA_W23,306-4-4,4,4,GH,1,97,7.21,
SPECTRA_W23,306-4-4,4,4,GH,1,98,8.47,
SPECTRA_W23,306-4-4,4,4,GH,1,99,8.36,flexion
SPECTRA_W23,306-4-4,4,4,GH,1,100,9.6,post-flexion
,,,,,,,,
SPECTRA_W23,309-1-0,1,0,CR,1,1,3.55,
SPECTRA_W23,309-1-0,1,0,CR,1,2,3.23,
SPECTRA_W23,309-1-0,1,0,CR,1,3,3.54,
SPECTRA_W23,309-1-0,1,0,CR,1,4,3.17,
SPECTRA_W23,309-1-0,1,0,CR,1,5,3.08,
SPECTRA_W23,309-1-0,1,0,CR,1,6,3.27,
SPECTRA_W23,309-1-0,1,0,CR,1,7,3.05,
SPECTRA_W23,309-1-0,1,0,CR,1,8,3.32,
SPECTRA_W23,309-1-0,1,0,CR,1,9,2.68,
SPECTRA_W23,309-1-0,1,0,CR,1,10,2.79,
SPECTRA_W23,309-1-0,1,0,CR,1,11,3.02,
SPECTRA_W23,309-1-0,1,0,CR,1,12,3.12,
SPECTRA_W23,309-1-0,1,0,CR,1,13,3.14,
SPECTRA_W23,309-1-0,1,0,CR,1,14,2.98,
SPECTRA_W23,309-1-0,1,0,CR,1,15,2.93,
SPECTRA_W23,309-1-0,1,0,CR,1,16,2.76,
SPECTRA_W23,309-1-0,1,0,CR,1,17,3.42,
SPECTRA_W23,309-1-0,1,0,CR,1,18,2.51,
SPECTRA_W23,309-1-0,1,0,CR,1,19,2.86,
SPECTRA_W23,309-1-0,1,0,CR,1,20,3.1,
SPECTRA_W23,309-1-0,1,0,CR,1,21,7.1,
SPECTRA_W23,309-1-0,1,0,CR,1,22,6.79,
SPECTRA_W23,309-1-0,1,0,CR,1,23,7.15,
SPECTRA_W23,309-1-0,1,0,CR,1,24,3.45,
SPECTRA_W23,309-1-0,1,0,CR,1,25,3.11,
SPECTRA_W23,309-1-0,1,0,CR,1,26,3.39,
SPECTRA_W23,309-1-0,1,0,CR,1,27,3.3,
SPECTRA_W23,309-1-0,1,0,CR,1,28,3.49,
,,,,,,,,
SPECTRA_W23,309-1-3,1,3,CR,1,1,3.67,
SPECTRA_W23,309-1-3,1,3,CR,1,2,3.45,
SPECTRA_W23,309-1-3,1,3,CR,1,3,3.22,
SPECTRA_W23,309-1-3,1,3,CR,1,4,3.21,
SPECTRA_W23,309-1-3,1,3,CR,1,5,3.78,
SPECTRA_W23,309-1-3,1,3,CR,1,6,3.26,
SPECTRA_W23,309-1-3,1,3,CR,1,7,3.53,
SPECTRA_W23,309-1-3,1,3,CR,1,8,2.76,
SPECTRA_W23,309-1-3,1,3,CR,1,9,2.79,
SPECTRA_W23,309-1-3,1,3,CR,1,10,3.56,
SPECTRA_W23,309-1-3,1,3,CR,1,11,3.25,
SPECTRA_W23,309-1-3,1,3,CR,1,12,3.24,
SPECTRA_W23,309-1-3,1,3,CR,1,13,3.39,
SPECTRA_W23,309-1-3,1,3,CR,1,14,3.43,
SPECTRA_W23,309-1-3,1,3,CR,1,15,3.49,
SPECTRA_W23,309-1-3,1,3,CR,1,16,3.27,
SPECTRA_W23,309-1-3,1,3,CR,1,17,2.98,
SPECTRA_W23,309-1-3,1,3,CR,1,18,3.35,
SPECTRA_W23,309-1-3,1,3,CR,1,19,3.49,
SPECTRA_W23,309-1-3,1,3,CR,1,20,3.25,
SPECTRA_W23,309-1-3,1,3,CR,1,21,4.09,
SPECTRA_W23,309-1-3,1,3,CR,1,22,3.35,
SPECTRA_W23,309-1-3,1,3,CR,1,23,3.87,
SPECTRA_W23,309-1-3,1,3,CR,1,24,3.24,
SPECTRA_W23,309-1-3,1,3,CR,1,25,3.89,
SPECTRA_W23,309-1-3,1,3,CR,1,26,3.28,
SPECTRA_W23,309-1-3,1,3,CR,1,27,3.47,
SPECTRA_W23,309-1-3,1,3,CR,1,28,3.41,
SPECTRA_W23,309-1-3,1,3,CR,1,29,2.81,
SPECTRA_W23,309-1-3,1,3,CR,1,30,3.18,
SPECTRA_W23,309-1-3,1,3,CR,1,31,3.23,
SPECTRA_W23,309-1-3,1,3,CR,1,32,3.63,
SPECTRA_W23,309-1-3,1,3,CR,1,33,5.09,
SPECTRA_W23,309-1-3,1,3,CR,1,34,3.83,
SPECTRA_W23,309-1-3,1,3,CR,1,35,3.03,
SPECTRA_W23,309-1-3,1,3,CR,1,36,3.52,
SPECTRA_W23,309-1-3,1,3,CR,1,37,3.07,
SPECTRA_W23,309-1-3,1,3,CR,1,38,3.07,
SPECTRA_W23,309-1-3,1,3,CR,1,39,3.32,
SPECTRA_W23,309-1-3,1,3,CR,1,40,2.97,
SPECTRA_W23,309-1-3,1,3,CR,1,41,3.09,
SPECTRA_W23,309-1-3,1,3,CR,1,42,3.31,
SPECTRA_W23,309-1-3,1,3,CR,1,43,3.42,
SPECTRA_W23,309-1-3,1,3,CR,1,44,3.12,
SPECTRA_W23,309-1-3,1,3,CR,1,45,3.12,
SPECTRA_W23,309-1-3,1,3,CR,1,46,3.27,
SPECTRA_W23,309-1-3,1,3,CR,1,47,3.37,
SPECTRA_W23,309-1-3,1,3,CR,1,48,3.01,
SPECTRA_W23,309-1-3,1,3,CR,1,49,3.17,
SPECTRA_W23,309-1-3,1,3,CR,1,50,3.69,
SPECTRA_W23,309-1-3,1,3,CR,1,51,3.61,
SPECTRA_W23,309-1-3,1,3,CR,1,52,3.84,
SPECTRA_W23,309-1-3,1,3,CR,1,53,3.17,
SPECTRA_W23,309-1-3,1,3,CR,1,54,3.47,
SPECTRA_W23,309-1-3,1,3,CR,1,55,3.19,
SPECTRA_W23,309-1-3,1,3,CR,1,56,NA,damaged
,,,,,,,,
SPECTRA_W23,309-1-4,1,4,CR,1,1,NA,damaged
SPECTRA_W23,309-1-4,1,4,CR,1,2,2.83,
SPECTRA_W23,309-1-4,1,4,CR,1,3,2.76,
SPECTRA_W23,309-1-4,1,4,CR,1,4,2.93,
SPECTRA_W23,309-1-4,1,4,CR,1,5,2.64,
SPECTRA_W23,309-1-4,1,4,CR,1,6,3.23,
SPECTRA_W23,309-1-4,1,4,CR,1,7,2.5,
SPECTRA_W23,309-1-4,1,4,CR,1,8,2.76,
SPECTRA_W23,309-1-4,1,4,CR,1,9,3.06,
SPECTRA_W23,309-1-4,1,4,CR,1,10,2.72,
SPECTRA_W23,309-1-4,1,4,CR,1,11,3.36,
SPECTRA_W23,309-1-4,1,4,CR,1,12,3.18,
SPECTRA_W23,309-1-4,1,4,CR,1,13,3.3,
SPECTRA_W23,309-1-4,1,4,CR,1,14,3.4,
SPECTRA_W23,309-1-4,1,4,CR,1,15,3.09,
SPECTRA_W23,309-1-4,1,4,CR,1,16,2.8,
SPECTRA_W23,309-1-4,1,4,CR,1,17,2.76,
SPECTRA_W23,309-1-4,1,4,CR,1,18,2.63,
SPECTRA_W23,309-1-4,1,4,CR,1,19,2.81,
SPECTRA_W23,309-1-4,1,4,CR,1,20,2.98,
SPECTRA_W23,309-1-4,1,4,CR,1,21,2.77,
SPECTRA_W23,309-1-4,1,4,CR,1,22,2.41,
SPECTRA_W23,309-1-4,1,4,CR,1,23,2.51,
SPECTRA_W23,309-1-4,1,4,CR,1,24,3.31,
SPECTRA_W23,309-1-4,1,4,CR,1,25,2.9,
SPECTRA_W23,309-1-4,1,4,CR,1,26,2.69,
SPECTRA_W23,309-1-4,1,4,CR,1,27,2.65,
SPECTRA_W23,309-1-4,1,4,CR,1,28,2.64,
SPECTRA_W23,309-1-4,1,4,CR,1,29,2.79,
SPECTRA_W23,309-1-4,1,4,CR,1,30,2.85,
SPECTRA_W23,309-1-4,1,4,CR,1,31,2.16,
SPECTRA_W23,309-1-4,1,4,CR,1,32,2.57,
SPECTRA_W23,309-1-4,1,4,CR,1,33,2.65,
SPECTRA_W23,309-1-4,1,4,CR,1,34,2.82,
SPECTRA_W23,309-1-4,1,4,CR,1,35,2.96,
SPECTRA_W23,309-1-4,1,4,CR,1,36,2.72,
SPECTRA_W23,309-1-4,1,4,CR,1,37,3.05,
SPECTRA_W23,309-1-4,1,4,CR,1,38,2.96,
SPECTRA_W23,309-1-4,1,4,CR,1,39,2.87,
SPECTRA_W23,309-1-4,1,4,CR,1,40,2.78,
SPECTRA_W23,309-1-4,1,4,CR,1,41,1.7,
SPECTRA_W23,309-1-4,1,4,CR,1,42,2.21,
SPECTRA_W23,309-1-4,1,4,CR,1,43,2.87,
SPECTRA_W23,309-1-4,1,4,CR,1,44,2.32,
SPECTRA_W23,309-1-4,1,4,CR,1,45,2.8,
SPECTRA_W23,309-1-4,1,4,CR,1,46,2.23,
SPECTRA_W23,309-1-4,1,4,CR,1,47,3.19,
SPECTRA_W23,309-1-4,1,4,CR,1,48,3.07,
SPECTRA_W23,309-1-4,1,4,CR,1,49,2.11,
SPECTRA_W23,309-1-4,1,4,CR,1,50,2.22,
SPECTRA_W23,309-1-4,1,4,CR,1,51,2.49,
SPECTRA_W23,309-1-4,1,4,CR,1,52,2.68,
SPECTRA_W23,309-1-4,1,4,CR,1,53,2.76,
SPECTRA_W23,309-1-4,1,4,CR,1,54,2.29,
SPECTRA_W23,309-1-4,1,4,CR,1,55,3.12,
,,,,,,,,
SPECTRA_W23,309-4-0,4,0,CR,1,1,10.09,post-flexion
SPECTRA_W23,309-4-0,4,0,CR,1,2,5.05,
SPECTRA_W23,309-4-0,4,0,CR,1,3,5.73,
SPECTRA_W23,309-4-0,4,0,CR,1,4,6.38,
,,,,,,,,
SPECTRA_W23,309-4-4,4,4,CR,1,1,9.03,
SPECTRA_W23,309-4-4,4,4,CR,1,2,7.47,
SPECTRA_W23,309-4-4,4,4,CR,1,3,9.21,
SPECTRA_W23,309-4-4,4,4,CR,1,4,9.33,
SPECTRA_W23,309-4-4,4,4,CR,1,5,10.4,
SPECTRA_W23,309-4-4,4,4,CR,1,6,10.59,post-flexion
SPECTRA_W23,309-4-4,4,4,CR,1,7,10.51,
,,,,,,,,
SPECTRA_W23,310-1-3,1,3,CR,2,1,4.95,
SPECTRA_W23,310-1-3,1,3,CR,2,2,3.24,
,,,,,,,,
SPECTRA_W23,310-1-4,1,4,CR,2,1,3.96,
SPECTRA_W23,310-1-4,1,4,CR,2,2,3.45,
SPECTRA_W23,310-1-4,1,4,CR,2,3,3.28,
SPECTRA_W23,310-1-4,1,4,CR,2,4,4.41,
SPECTRA_W23,310-1-4,1,4,CR,2,5,4.14,
,,,,,,,,
SPECTRA_W23,310-4-3,4,3,CR,2,1,9.22,
SPECTRA_W23,310-4-3,4,3,CR,2,2,8.09,
SPECTRA_W23,310-4-3,4,3,CR,2,3,12.94,post-flexion
,,,,,,,,
SPECTRA_W23,310-4-4,4,4,CR,2,1,10.84,
SPECTRA_W23,310-4-4,4,4,CR,2,2,11.63,post-flexion
SPECTRA_W23,310-4-4,4,4,CR,2,3,7.14,
SPECTRA_W23,310-4-4,4,4,CR,2,4,10.76,post-flexion
,,,,,,,,
SPECTRA_W23,318-1-0,1,0,NH,1,1,NA,damaged
SPECTRA_W23,318-1-0,1,0,NH,1,2,4.92,
SPECTRA_W23,318-1-0,1,0,NH,1,3,4.34,
SPECTRA_W23,318-1-0,1,0,NH,1,4,3.67,
SPECTRA_W23,318-1-0,1,0,NH,1,5,3.14,
SPECTRA_W23,318-1-0,1,0,NH,1,6,3.17,
SPECTRA_W23,318-1-0,1,0,NH,1,7,3.41,
SPECTRA_W23,318-1-0,1,0,NH,1,8,4.49,
SPECTRA_W23,318-1-0,1,0,NH,1,9,6.28,
SPECTRA_W23,318-1-0,1,0,NH,1,10,4.38,
SPECTRA_W23,318-1-0,1,0,NH,1,11,3.24,
SPECTRA_W23,318-1-0,1,0,NH,1,12,3.99,
SPECTRA_W23,318-1-0,1,0,NH,1,13,3.95,
SPECTRA_W23,318-1-0,1,0,NH,1,14,4.39,
SPECTRA_W23,318-1-0,1,0,NH,1,15,4.57,
SPECTRA_W23,318-1-0,1,0,NH,1,16,NA,damaged
SPECTRA_W23,318-1-0,1,0,NH,1,17,3.5,
SPECTRA_W23,318-1-0,1,0,NH,1,18,3.49,
SPECTRA_W23,318-1-0,1,0,NH,1,19,5.2,
SPECTRA_W23,318-1-0,1,0,NH,1,20,2.29,
