Cruise,Haul.no,Moc,Net.no,Transect,Station,Fish.no,Length(mm),notes 
SPECTRA_W23,318-1-0,1,0,NH,1,21,3.4,
SPECTRA_W23,318-1-0,1,0,NH,1,22,4.32,
SPECTRA_W23,318-1-0,1,0,NH,1,23,5.41,
SPECTRA_W23,318-1-0,1,0,NH,1,24,3.4,
SPECTRA_W23,318-1-0,1,0,NH,1,25,7.46,
SPECTRA_W23,318-1-0,1,0,NH,1,26,6.15,
SPECTRA_W23,318-1-0,1,0,NH,1,27,6.83,
SPECTRA_W23,318-1-0,1,0,NH,1,28,8.54,
SPECTRA_W23,318-1-0,1,0,NH,1,29,7.83,
SPECTRA_W23,318-1-0,1,0,NH,1,30,7.44,
SPECTRA_W23,318-1-0,1,0,NH,1,31,7.7,
SPECTRA_W23,318-1-0,1,0,NH,1,32,6.5,
SPECTRA_W23,318-1-0,1,0,NH,1,33,8.68,
SPECTRA_W23,318-1-0,1,0,NH,1,34,3.27,
SPECTRA_W23,318-1-0,1,0,NH,1,35,2.98,
SPECTRA_W23,318-1-0,1,0,NH,1,36,4.91,
SPECTRA_W23,318-1-0,1,0,NH,1,37,3.6,
SPECTRA_W23,318-1-0,1,0,NH,1,38,3.72,
SPECTRA_W23,318-1-0,1,0,NH,1,39,3.88,
SPECTRA_W23,318-1-0,1,0,NH,1,40,3.47,
SPECTRA_W23,318-1-0,1,0,NH,1,41,4.27,
SPECTRA_W23,318-1-0,1,0,NH,1,42,2.5,
SPECTRA_W23,318-1-0,1,0,NH,1,43,5.6,
SPECTRA_W23,318-1-0,1,0,NH,1,44,5.01,
SPECTRA_W23,318-1-0,1,0,NH,1,45,5.74,
SPECTRA_W23,318-1-0,1,0,NH,1,46,5.5,
SPECTRA_W23,318-1-0,1,0,NH,1,47,3.42,
SPECTRA_W23,318-1-0,1,0,NH,1,48,4.99,
SPECTRA_W23,318-1-0,1,0,NH,1,49,3.02,
SPECTRA_W23,318-1-0,1,0,NH,1,50,3.23,
SPECTRA_W23,318-1-0,1,0,NH,1,51,4.06,
SPECTRA_W23,318-1-0,1,0,NH,1,52,3.79,
SPECTRA_W23,318-1-0,1,0,NH,1,53,4.48,
SPECTRA_W23,318-1-0,1,0,NH,1,54,3.06,
SPECTRA_W23,318-1-0,1,0,NH,1,55,3.02,
SPECTRA_W23,318-1-0,1,0,NH,1,56,4.5,
SPECTRA_W23,318-1-0,1,0,NH,1,57,2.81,
SPECTRA_W23,318-1-0,1,0,NH,1,58,3.69,
SPECTRA_W23,318-1-0,1,0,NH,1,59,3.83,
SPECTRA_W23,318-1-0,1,0,NH,1,60,5.62,
,,,,,,,,
SPECTRA_W23,318-1-3,1,3,NH,1,1,NA,damaged
,,,,,,,,
SPECTRA_W23,318-1-4,1,4,NH,1,1,4.53,
SPECTRA_W23,318-1-4,1,4,NH,1,2,6.31,
SPECTRA_W23,318-1-4,1,4,NH,1,3,5.45,
SPECTRA_W23,318-1-4,1,4,NH,1,4,3.86,
SPECTRA_W23,318-1-4,1,4,NH,1,5,4.83,
SPECTRA_W23,318-1-4,1,4,NH,1,6,5.13,
SPECTRA_W23,318-1-4,1,4,NH,1,7,5.29,
SPECTRA_W23,318-1-4,1,4,NH,1,8,4.95,
SPECTRA_W23,318-1-4,1,4,NH,1,9,3.76,
SPECTRA_W23,318-1-4,1,4,NH,1,10,3.96,
SPECTRA_W23,318-1-4,1,4,NH,1,11,6.01,
SPECTRA_W23,318-1-4,1,4,NH,1,12,4.55,
SPECTRA_W23,318-1-4,1,4,NH,1,13,5.61,
SPECTRA_W23,318-1-4,1,4,NH,1,14,5.18,
SPECTRA_W23,318-1-4,1,4,NH,1,15,5.85,
SPECTRA_W23,318-1-4,1,4,NH,1,16,3.83,
SPECTRA_W23,318-1-4,1,4,NH,1,17,4.1,
SPECTRA_W23,318-1-4,1,4,NH,1,18,4.93,
SPECTRA_W23,318-1-4,1,4,NH,1,19,4.46,
SPECTRA_W23,318-1-4,1,4,NH,1,20,6.5,
SPECTRA_W23,318-1-4,1,4,NH,1,21,5.03,
SPECTRA_W23,318-1-4,1,4,NH,1,22,5.86,
SPECTRA_W23,318-1-4,1,4,NH,1,23,NA,damaged
SPECTRA_W23,318-1-4,1,4,NH,1,24,NA,damaged
SPECTRA_W23,318-1-4,1,4,NH,1,25,5.15,
SPECTRA_W23,318-1-4,1,4,NH,1,26,3.31,
SPECTRA_W23,318-1-4,1,4,NH,1,27,3.21,
SPECTRA_W23,318-1-4,1,4,NH,1,28,NA,damaged
SPECTRA_W23,318-1-4,1,4,NH,1,29,4.79,
SPECTRA_W23,318-1-4,1,4,NH,1,30,4.48,
SPECTRA_W23,318-1-4,1,4,NH,1,31,4.33,
SPECTRA_W23,318-1-4,1,4,NH,1,32,6.92,
SPECTRA_W23,318-1-4,1,4,NH,1,33,3.37,
SPECTRA_W23,318-1-4,1,4,NH,1,34,4.35,
SPECTRA_W23,318-1-4,1,4,NH,1,35,6.01,
SPECTRA_W23,318-1-4,1,4,NH,1,36,4.09,
SPECTRA_W23,318-1-4,1,4,NH,1,37,4.51,
SPECTRA_W23,318-1-4,1,4,NH,1,38,5.32,
SPECTRA_W23,318-1-4,1,4,NH,1,39,6.79,
SPECTRA_W23,318-1-4,1,4,NH,1,40,4.99,
SPECTRA_W23,318-1-4,1,4,NH,1,41,4.79,
SPECTRA_W23,318-1-4,1,4,NH,1,42,8.37,
SPECTRA_W23,318-1-4,1,4,NH,1,43,4.82,
SPECTRA_W23,318-1-4,1,4,NH,1,44,NA,damaged
SPECTRA_W23,318-1-4,1,4,NH,1,45,6.06,
SPECTRA_W23,318-1-4,1,4,NH,1,46,5.89,
SPECTRA_W23,318-1-4,1,4,NH,1,47,4.61,
SPECTRA_W23,318-1-4,1,4,NH,1,48,5.08,
SPECTRA_W23,318-1-4,1,4,NH,1,49,4.5,
SPECTRA_W23,318-1-4,1,4,NH,1,50,4.37,
SPECTRA_W23,318-1-4,1,4,NH,1,51,4.35,
SPECTRA_W23,318-1-4,1,4,NH,1,52,5.04,
SPECTRA_W23,318-1-4,1,4,NH,1,53,6.62,
SPECTRA_W23,318-1-4,1,4,NH,1,54,4.93,
SPECTRA_W23,318-1-4,1,4,NH,1,55,4.7,
SPECTRA_W23,318-1-4,1,4,NH,1,56,5.48,
SPECTRA_W23,318-1-4,1,4,NH,1,57,5.18,
SPECTRA_W23,318-1-4,1,4,NH,1,58,5.25,
SPECTRA_W23,318-1-4,1,4,NH,1,59,6.71,
SPECTRA_W23,318-1-4,1,4,NH,1,60,4.25,
SPECTRA_W23,318-1-4,1,4,NH,1,61,4.27,
SPECTRA_W23,318-1-4,1,4,NH,1,62,3.86,
SPECTRA_W23,318-1-4,1,4,NH,1,63,4.31,
SPECTRA_W23,318-1-4,1,4,NH,1,64,4.33,
SPECTRA_W23,318-1-4,1,4,NH,1,65,5.32,
SPECTRA_W23,318-1-4,1,4,NH,1,66,4.7,
SPECTRA_W23,318-1-4,1,4,NH,1,67,10.25,post-flexion
SPECTRA_W23,318-1-4,1,4,NH,1,68,5.25,
SPECTRA_W23,318-1-4,1,4,NH,1,69,5.49,
SPECTRA_W23,318-1-4,1,4,NH,1,70,4.69,
SPECTRA_W23,318-1-4,1,4,NH,1,71,5.53,
SPECTRA_W23,318-1-4,1,4,NH,1,72,4.53,
SPECTRA_W23,318-1-4,1,4,NH,1,73,4.61,
SPECTRA_W23,318-1-4,1,4,NH,1,74,8.88,post-flexion
SPECTRA_W23,318-1-4,1,4,NH,1,75,8.88,
SPECTRA_W23,318-1-4,1,4,NH,1,76,4.79,
SPECTRA_W23,318-1-4,1,4,NH,1,77,4.73,
SPECTRA_W23,318-1-4,1,4,NH,1,78,5.27,
SPECTRA_W23,318-1-4,1,4,NH,1,79,6.54,
SPECTRA_W23,318-1-4,1,4,NH,1,80,4.47,
SPECTRA_W23,318-1-4,1,4,NH,1,81,4.53,
SPECTRA_W23,318-1-4,1,4,NH,1,82,3.95,
SPECTRA_W23,318-1-4,1,4,NH,1,83,9.03,post-flexion
SPECTRA_W23,318-1-4,1,4,NH,1,84,5.33,
SPECTRA_W23,318-1-4,1,4,NH,1,85,5.11,
SPECTRA_W23,318-1-4,1,4,NH,1,86,7.38,
SPECTRA_W23,318-1-4,1,4,NH,1,87,5.42,
SPECTRA_W23,318-1-4,1,4,NH,1,88,3.8,
SPECTRA_W23,318-1-4,1,4,NH,1,89,6.88,
SPECTRA_W23,318-1-4,1,4,NH,1,90,6.7,
SPECTRA_W23,318-1-4,1,4,NH,1,91,4.64,
SPECTRA_W23,318-1-4,1,4,NH,1,92,5.88,
SPECTRA_W23,318-1-4,1,4,NH,1,93,7.69,
SPECTRA_W23,318-1-4,1,4,NH,1,94,3.97,
SPECTRA_W23,318-1-4,1,4,NH,1,95,4.73,
SPECTRA_W23,318-1-4,1,4,NH,1,96,6.59,
SPECTRA_W23,318-1-4,1,4,NH,1,97,3.9,
SPECTRA_W23,318-1-4,1,4,NH,1,98,4.18,
SPECTRA_W23,318-1-4,1,4,NH,1,99,3.58,
SPECTRA_W23,318-1-4,1,4,NH,1,100,5.16,
,,,,,,,,
SPECTRA_W23,318-4-0,4,0,NH,1,1,6.84,
SPECTRA_W23,318-4-0,4,0,NH,1,2,6.11,
SPECTRA_W23,318-4-0,4,0,NH,1,3,6.01,
SPECTRA_W23,318-4-0,4,0,NH,1,4,3.33,
SPECTRA_W23,318-4-0,4,0,NH,1,5,5.67,
SPECTRA_W23,318-4-0,4,0,NH,1,6,9.9,post-flexion
SPECTRA_W23,318-4-0,4,0,NH,1,7,8.35,
SPECTRA_W23,318-4-0,4,0,NH,1,8,7.31,
SPECTRA_W23,318-4-0,4,0,NH,1,9,7.83,
SPECTRA_W23,318-4-0,4,0,NH,1,10,NA,damaged
SPECTRA_W23,318-4-0,4,0,NH,1,11,NA,damaged
SPECTRA_W23,318-4-0,4,0,NH,1,12,9.25,post-flexion
SPECTRA_W23,318-4-0,4,0,NH,1,13,8.97,flexion
SPECTRA_W23,318-4-0,4,0,NH,1,14,7.64,
SPECTRA_W23,318-4-0,4,0,NH,1,15,10.87,post-flexion
SPECTRA_W23,318-4-0,4,0,NH,1,16,10.48,post-flexion
SPECTRA_W23,318-4-0,4,0,NH,1,17,9.16,post-flexion
,,,,,,,,
SPECTRA_W23,318-4-3,4,3,NH,1,1,10.82,post-flexion
SPECTRA_W23,318-4-3,4,3,NH,1,2,6.53,
,,,,,,,,
SPECTRA_W23,318-4-4,4,4,NH,1,1,8.9,Using other otolith computer - hopefully there is no difference
SPECTRA_W23,318-4-4,4,4,NH,1,2,5.15,
SPECTRA_W23,318-4-4,4,4,NH,1,3,6.26,
SPECTRA_W23,318-4-4,4,4,NH,1,4,7.69,
SPECTRA_W23,318-4-4,4,4,NH,1,5,8.05,
SPECTRA_W23,318-4-4,4,4,NH,1,6,6.9,
SPECTRA_W23,318-4-4,4,4,NH,1,7,6.54,
SPECTRA_W23,318-4-4,4,4,NH,1,8,NA,damaged
SPECTRA_W23,318-4-4,4,4,NH,1,9,9.16,post-flexion
SPECTRA_W23,318-4-4,4,4,NH,1,10,8.49,
SPECTRA_W23,318-4-4,4,4,NH,1,11,8.16,
SPECTRA_W23,318-4-4,4,4,NH,1,12,4.71,
SPECTRA_W23,318-4-4,4,4,NH,1,13,7.25,
SPECTRA_W23,318-4-4,4,4,NH,1,14,6.25,
SPECTRA_W23,318-4-4,4,4,NH,1,15,9.65,flexion
SPECTRA_W23,318-4-4,4,4,NH,1,16,6.69,
SPECTRA_W23,318-4-4,4,4,NH,1,17,NA,damaged
SPECTRA_W23,318-4-4,4,4,NH,1,18,6.07,
SPECTRA_W23,318-4-4,4,4,NH,1,19,8.95,flexion
SPECTRA_W23,318-4-4,4,4,NH,1,20,7.84,
SPECTRA_W23,318-4-4,4,4,NH,1,21,6.81,
SPECTRA_W23,318-4-4,4,4,NH,1,22,6.19,
SPECTRA_W23,318-4-4,4,4,NH,1,23,7.71,
SPECTRA_W23,318-4-4,4,4,NH,1,24,7.35,
SPECTRA_W23,318-4-4,4,4,NH,1,25,7.22,
SPECTRA_W23,318-4-4,4,4,NH,1,26,5.93,
SPECTRA_W23,318-4-4,4,4,NH,1,27,7.91,
SPECTRA_W23,318-4-4,4,4,NH,1,28,7.06,
SPECTRA_W23,318-4-4,4,4,NH,1,29,8.14,
SPECTRA_W23,318-4-4,4,4,NH,1,30,11.08,post-flexion
SPECTRA_W23,318-4-4,4,4,NH,1,31,8.85,flexion
SPECTRA_W23,318-4-4,4,4,NH,1,32,NA,damaged
SPECTRA_W23,318-4-4,4,4,NH,1,33,7.19,
SPECTRA_W23,318-4-4,4,4,NH,1,34,6.75,
SPECTRA_W23,318-4-4,4,4,NH,1,35,4.75,
SPECTRA_W23,318-4-4,4,4,NH,1,36,5.71,
SPECTRA_W23,318-4-4,4,4,NH,1,37,5.61,
SPECTRA_W23,318-4-4,4,4,NH,1,38,5.94,
SPECTRA_W23,318-4-4,4,4,NH,1,39,6.3,
SPECTRA_W23,318-4-4,4,4,NH,1,40,5.76,
SPECTRA_W23,318-4-4,4,4,NH,1,41,6.82,
SPECTRA_W23,318-4-4,4,4,NH,1,42,10.55,post-flexion
SPECTRA_W23,318-4-4,4,4,NH,1,43,7.41,
SPECTRA_W23,318-4-4,4,4,NH,1,44,5.92,
SPECTRA_W23,318-4-4,4,4,NH,1,45,7.03,
SPECTRA_W23,318-4-4,4,4,NH,1,46,6.43,
SPECTRA_W23,318-4-4,4,4,NH,1,47,6.22,
SPECTRA_W23,318-4-4,4,4,NH,1,48,5.7,
SPECTRA_W23,318-4-4,4,4,NH,1,49,5.81,
SPECTRA_W23,318-4-4,4,4,NH,1,50,6.1,
SPECTRA_W23,318-4-4,4,4,NH,1,51,6.92,
SPECTRA_W23,318-4-4,4,4,NH,1,52,NA,damaged
SPECTRA_W23,318-4-4,4,4,NH,1,53,8.15,
SPECTRA_W23,318-4-4,4,4,NH,1,54,7.55,
SPECTRA_W23,318-4-4,4,4,NH,1,55,8.15,
SPECTRA_W23,318-4-4,4,4,NH,1,56,8.41,
SPECTRA_W23,318-4-4,4,4,NH,1,57,8.83,flexion
SPECTRA_W23,318-4-4,4,4,NH,1,58,7.37,
SPECTRA_W23,318-4-4,4,4,NH,1,59,7.66,
SPECTRA_W23,318-4-4,4,4,NH,1,60,7.23,
SPECTRA_W23,318-4-4,4,4,NH,1,61,8.14,
SPECTRA_W23,318-4-4,4,4,NH,1,62,7.53,
SPECTRA_W23,318-4-4,4,4,NH,1,63,6.48,
SPECTRA_W23,318-4-4,4,4,NH,1,64,5.86,
SPECTRA_W23,318-4-4,4,4,NH,1,65,8.31,
SPECTRA_W23,318-4-4,4,4,NH,1,66,9.37,post-flexion
SPECTRA_W23,318-4-4,4,4,NH,1,67,6.75,
SPECTRA_W23,318-4-4,4,4,NH,1,68,7.83,
SPECTRA_W23,318-4-4,4,4,NH,1,69,7.4,
SPECTRA_W23,318-4-4,4,4,NH,1,70,NA,damaged
SPECTRA_W23,318-4-4,4,4,NH,1,71,8.1,
SPECTRA_W23,318-4-4,4,4,NH,1,72,7.62,
SPECTRA_W23,318-4-4,4,4,NH,1,73,7.52,
SPECTRA_W23,318-4-4,4,4,NH,1,74,6.58,
SPECTRA_W23,318-4-4,4,4,NH,1,75,8.41,flexion
SPECTRA_W23,318-4-4,4,4,NH,1,76,9.38,
SPECTRA_W23,318-4-4,4,4,NH,1,77,5.61,
SPECTRA_W23,318-4-4,4,4,NH,1,78,8.34,
SPECTRA_W23,318-4-4,4,4,NH,1,79,7.62,
SPECTRA_W23,318-4-4,4,4,NH,1,80,10.15,
SPECTRA_W23,318-4-4,4,4,NH,1,81,8.43,
SPECTRA_W23,318-4-4,4,4,NH,1,82,7.4,
SPECTRA_W23,318-4-4,4,4,NH,1,83,8.34,
SPECTRA_W23,318-4-4,4,4,NH,1,84,7.93,
SPECTRA_W23,318-4-4,4,4,NH,1,85,8.71,
SPECTRA_W23,318-4-4,4,4,NH,1,86,10.78,post-flexion
SPECTRA_W23,318-4-4,4,4,NH,1,87,6.38,
SPECTRA_W23,318-4-4,4,4,NH,1,88,8.26,
SPECTRA_W23,318-4-4,4,4,NH,1,89,5.67,
SPECTRA_W23,318-4-4,4,4,NH,1,90,8.43,
SPECTRA_W23,318-4-4,4,4,NH,1,91,7.25,
SPECTRA_W23,318-4-4,4,4,NH,1,92,6.47,
SPECTRA_W23,318-4-4,4,4,NH,1,93,11.14,post-flexion
SPECTRA_W23,318-4-4,4,4,NH,1,94,6.77,
SPECTRA_W23,318-4-4,4,4,NH,1,95,5.84,
SPECTRA_W23,318-4-4,4,4,NH,1,96,7.67,
SPECTRA_W23,318-4-4,4,4,NH,1,97,6.87,
SPECTRA_W23,318-4-4,4,4,NH,1,98,7.72,
SPECTRA_W23,318-4-4,4,4,NH,1,99,9.43,
SPECTRA_W23,318-4-4,4,4,NH,1,100,7.35,
,,,,,,,,
SPECTRA_W23,319-1-2,1,2,NH,2,1,12.52,post-flexion
,,,,,,,,
SPECTRA_W23,319-1-4,1,4,NH,2,1,4.45,
SPECTRA_W23,319-1-4,1,4,NH,2,2,13.83,post-flexion
,,,,,,,,
SPECTRA_W23,319-4-0,4,0,NH,2,1,13.53,post-flexion
SPECTRA_W23,319-4-0,4,0,NH,2,2,13.62,post-flexion
SPECTRA_W23,319-4-0,4,0,NH,2,3,13.21,post-flexion
SPECTRA_W23,319-4-0,4,0,NH,2,4,12.53,post-flexion
SPECTRA_W23,319-4-0,4,0,NH,2,5,12.69,post-flexion
SPECTRA_W23,319-4-0,4,0,NH,2,6,11.9,post-flexion
SPECTRA_W23,319-4-0,4,0,NH,2,7,12.3,post-flexion
SPECTRA_W23,319-4-0,4,0,NH,2,8,11.33,post-flexion
SPECTRA_W23,319-4-0,4,0,NH,2,9,11.37,post-flexion
SPECTRA_W23,319-4-0,4,0,NH,2,10,12.36,post-flexion
,,,,,,,,
SPECTRA_W23,319-4-2,4,2,NH,2,1,13.2,post-flexion
,,,,,,,,
SPECTRA_W23,319-4-3,4,3,NH,2,1,12.59,post-flexion
SPECTRA_W23,319-4-3,4,3,NH,2,2,13.4,post-flexion
SPECTRA_W23,319-4-3,4,3,NH,2,3,11.59,post-flexion
SPECTRA_W23,319-4-3,4,3,NH,2,4,13.27,post-flexion
SPECTRA_W23,319-4-3,4,3,NH,2,5,12.06,post-flexion
SPECTRA_W23,319-4-3,4,3,NH,2,6,12.06,post-flexion
SPECTRA_W23,319-4-3,4,3,NH,2,7,11.76,post-flexion
SPECTRA_W23,319-4-3,4,3,NH,2,8,8.88,post-flexion
,,,,,,,,
SPECTRA_W23,319-4-4,4,4,NH,2,1,3.59,
SPECTRA_W23,319-4-4,4,4,NH,2,2,18.84,post-flexion
SPECTRA_W23,319-4-4,4,4,NH,2,3,15.17,post-flexion
,,,,,,,,
SPECTRA_W23,320-1-3,1,3,NH,3,1,3.52,
SPECTRA_W23,320-1-3,1,3,NH,3,2,3.93,
SPECTRA_W23,320-1-3,1,3,NH,3,3,3.96,
,,,,,,,,
SPECTRA_W23,322-1-1,1,1,HH,3,1,9.03,post-flexion
,,,,,,,,
SPECTRA_W23,322-1-2,1,2,HH,3,1,6.9,
SPECTRA_W23,322-1-2,1,2,HH,3,2,3.66,
SPECTRA_W23,322-1-2,1,2,HH,3,3,5.92,
SPECTRA_W23,322-1-2,1,2,HH,3,4,6.76,
SPECTRA_W23,322-1-2,1,2,HH,3,5,6.21,
SPECTRA_W23,322-1-2,1,2,HH,3,6,5.89,
SPECTRA_W23,322-1-2,1,2,HH,3,7,6.4,
SPECTRA_W23,322-1-2,1,2,HH,3,8,11.71,post-flexion
SPECTRA_W23,322-1-2,1,2,HH,3,9,9.22,flexion
SPECTRA_W23,322-1-2,1,2,HH,3,10,12.01,post-flexion
SPECTRA_W23,322-1-2,1,2,HH,3,11,8.66,
SPECTRA_W23,322-1-2,1,2,HH,3,12,10.83,post-flexion
SPECTRA_W23,322-1-2,1,2,HH,3,13,9.69,post-flexion
,,,,,,,,
SPECTRA_W23,322-1-3,1,3,HH,3,1,6.21,
SPECTRA_W23,322-1-3,1,3,HH,3,2,3.42,
SPECTRA_W23,322-1-3,1,3,HH,3,3,3.54,
SPECTRA_W23,322-1-3,1,3,HH,3,4,11.72,post-flexion
SPECTRA_W23,322-1-3,1,3,HH,3,5,10.2,post-flexion
SPECTRA_W23,322-1-3,1,3,HH,3,6,9.78,post-flexion
SPECTRA_W23,322-1-3,1,3,HH,3,7,9.57,post-flexion
SPECTRA_W23,322-1-3,1,3,HH,3,8,9.22,post-flexion
SPECTRA_W23,322-1-3,1,3,HH,3,9,12.99,post-flexion
,,,,,,,,
SPECTRA_W23,322-1-4,1,4,HH,3,1,4.73,
SPECTRA_W23,322-1-4,1,4,HH,3,2,3.38,
SPECTRA_W23,322-1-4,1,4,HH,3,3,3.04,
SPECTRA_W23,322-1-4,1,4,HH,3,4,3.07,
SPECTRA_W23,322-1-4,1,4,HH,3,5,4.33,
SPECTRA_W23,322-1-4,1,4,HH,3,6,3.36,
SPECTRA_W23,322-1-4,1,4,HH,3,7,4.11,
SPECTRA_W23,322-1-4,1,4,HH,3,8,4.8,
SPECTRA_W23,322-1-4,1,4,HH,3,9,7.82,
SPECTRA_W23,322-1-4,1,4,HH,3,10,4.99,
SPECTRA_W23,322-1-4,1,4,HH,3,11,3.2,
SPECTRA_W23,322-1-4,1,4,HH,3,12,4.02,
SPECTRA_W23,322-1-4,1,4,HH,3,13,2.52,
SPECTRA_W23,322-1-4,1,4,HH,3,14,4.35,
SPECTRA_W23,322-1-4,1,4,HH,3,15,3.71,
SPECTRA_W23,322-1-4,1,4,HH,3,16,3.14,
SPECTRA_W23,322-1-4,1,4,HH,3,17,3.22,
SPECTRA_W23,322-1-4,1,4,HH,3,18,3.94,
SPECTRA_W23,322-1-4,1,4,HH,3,19,4.34,
SPECTRA_W23,322-1-4,1,4,HH,3,20,3.24,
SPECTRA_W23,322-1-4,1,4,HH,3,21,3.02,
SPECTRA_W23,322-1-4,1,4,HH,3,22,3.3,
SPECTRA_W23,322-1-4,1,4,HH,3,23,3.47,
SPECTRA_W23,322-1-4,1,4,HH,3,24,5.26,
SPECTRA_W23,322-1-4,1,4,HH,3,25,3.82,
SPECTRA_W23,322-1-4,1,4,HH,3,26,3.7,
SPECTRA_W23,322-1-4,1,4,HH,3,27,3.7,
SPECTRA_W23,322-1-4,1,4,HH,3,28,4.19,
SPECTRA_W23,322-1-4,1,4,HH,3,29,4.29,
SPECTRA_W23,322-1-4,1,4,HH,3,30,3.67,
SPECTRA_W23,322-1-4,1,4,HH,3,31,NA,damaged
SPECTRA_W23,322-1-4,1,4,HH,3,32,3.09,
SPECTRA_W23,322-1-4,1,4,HH,3,33,4.1,
SPECTRA_W23,322-1-4,1,4,HH,3,34,4.57,
SPECTRA_W23,322-1-4,1,4,HH,3,35,3.28,
SPECTRA_W23,322-1-4,1,4,HH,3,36,5.69,
SPECTRA_W23,322-1-4,1,4,HH,3,37,3.32,
SPECTRA_W23,322-1-4,1,4,HH,3,38,4.68,
SPECTRA_W23,322-1-4,1,4,HH,3,39,5.37,
SPECTRA_W23,322-1-4,1,4,HH,3,40,6.16,
SPECTRA_W23,322-1-4,1,4,HH,3,41,7.5,
,,,,,,,,
SPECTRA_W23,322-4-0,4,0,HH,3,1,11.47,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,2,12.16,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,3,9.09,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,4,11.51,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,5,8.53,
SPECTRA_W23,322-4-0,4,0,HH,3,6,12,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,7,9.5,flexion
SPECTRA_W23,322-4-0,4,0,HH,3,8,10.99,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,9,11.04,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,10,11.45,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,11,6.62,
SPECTRA_W23,322-4-0,4,0,HH,3,12,10.18,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,13,8.81,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,14,8.97,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,15,11.41,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,16,9.19,flexion
SPECTRA_W23,322-4-0,4,0,HH,3,17,13.09,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,18,10.44,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,19,9.32,flexion
SPECTRA_W23,322-4-0,4,0,HH,3,20,NA,damaged
SPECTRA_W23,322-4-0,4,0,HH,3,21,9.29,flexion
SPECTRA_W23,322-4-0,4,0,HH,3,22,10.93,post-flexion
SPECTRA_W23,322-4-0,4,0,HH,3,23,9.95,post-flexion
,,,,,,,,
SPECTRA_W23,322-4-2,4,2,HH,3,1,7.48,
SPECTRA_W23,322-4-2,4,2,HH,3,2,5.47,
SPECTRA_W23,322-4-2,4,2,HH,3,3,7.08,
SPECTRA_W23,322-4-2,4,2,HH,3,4,7.48,
SPECTRA_W23,322-4-2,4,2,HH,3,5,4.48,
SPECTRA_W23,322-4-2,4,2,HH,3,6,5.56,
SPECTRA_W23,322-4-2,4,2,HH,3,7,10.43,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,8,8.11,
SPECTRA_W23,322-4-2,4,2,HH,3,9,8.57,
SPECTRA_W23,322-4-2,4,2,HH,3,10,13.32,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,11,10.93,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,12,11.62,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,13,13.43,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,14,10.45,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,15,10.19,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,16,12.13,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,17,10.01,
SPECTRA_W23,322-4-2,4,2,HH,3,18,10.26,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,19,10.66,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,20,10.93,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,21,10.39,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,22,10.1,post-flexion
SPECTRA_W23,322-4-2,4,2,HH,3,23,7.76,
SPECTRA_W23,322-4-2,4,2,HH,3,24,7.61,
,,,,,,,,
SPECTRA_W23,322-4-3,4,3,HH,3,1,10.63,post-flexion
SPECTRA_W23,322-4-3,4,3,HH,3,2,7.16,
SPECTRA_W23,322-4-3,4,3,HH,3,3,9.73,post-flexion
SPECTRA_W23,322-4-3,4,3,HH,3,4,NA,damaged
SPECTRA_W23,322-4-3,4,3,HH,3,5,10.68,post-flexion
SPECTRA_W23,322-4-3,4,3,HH,3,6,NA,damaged
SPECTRA_W23,322-4-3,4,3,HH,3,7,12.99,post-flexion
SPECTRA_W23,322-4-3,4,3,HH,3,8,14.87,post-flexion
SPECTRA_W23,322-4-3,4,3,HH,3,9,10.2,post-flexion
SPECTRA_W23,322-4-3,4,3,HH,3,10,10.57,post-flexion
SPECTRA_W23,322-4-3,4,3,HH,3,11,10.58,post-flexion
SPECTRA_W23,322-4-3,4,3,HH,3,12,10.96,post-flexion
SPECTRA_W23,322-4-3,4,3,HH,3,13,11.27,post-flexion
SPECTRA_W23,322-4-3,4,3,HH,3,14,11.89,post-flexion
SPECTRA_W23,322-4-3,4,3,HH,3,15,8.25,post-flexion
