mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,3,5.96,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,4,10.62,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,5,6.23,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,6,4.48,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,7,5.63,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,8,6.54,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,9,5.57,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,10,4.8,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,11,4.07,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,12,6.06,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,13,4.13,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,14,4.29,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,15,4.39,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,16,4.3,
mezcalW18-20180223-NH-S1-MbD-Moc1-N4,117-1-4,17,3.95,
,,,,
mezcalW18-20180223-NH-S1-MbD-MOC4-N3,117-4-3,1,5.66,
,,,,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,1,8.29,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,2,9.05,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,3,8.13,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,4,9.12,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,5,10,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,6,9.54,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,7,9.11,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,8,9.54,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,9,6.26,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,10,8.72,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,11,9.86,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,12,7,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,13,7.1,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,14,8.49,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,15,9.81,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,16,8.95,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,17,8.49,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,18,9.29,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,19,10.81,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,20,9.09,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,21,10.2,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,22,7.9,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,23,9.5,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,24,8.95,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,25,10.03,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,26,10.06,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,27,9.65,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,28,7.8,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,29,8.31,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,30,10.38,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,31,9.67,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,32,9.29,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,33,9.4,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,34,5.02,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,35,6.95,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,36,7.75,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,37,8.79,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,38,9.04,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,39,8.06,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,40,7.74,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,41,8.38,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,42,8.12,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,43,8.77,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,44,9.49,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,45,7,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,46,5.9,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,47,5.67,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,48,8,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,49,6.37,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,50,6.44,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,51,6.39,very damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,52,7.7,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,53,8.83,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,54,9.82,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,55,7.76,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,56,NA,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,57,NA,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,58,10.81,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,59,4.47,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,60,7.84,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,61,9.54,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,62,7.69,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,63,NA,part of tail missing
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,64,NA,part of tail missing
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,65,8.18,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,66,7.92,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,67,9.09,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,68,8.8,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,69,6.27,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,70,NA,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,71,5.18,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,72,9.52,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,73,NA,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,74,6.07,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,75,8.4,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,76,8.41,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,77,7.23,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,78,8.81,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,79,6.31,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,80,NA,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,81,8.91,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,82,5.38,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,83,9.69,post flexion
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,84,10.76,post flexion
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,85,NA,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,86,6.87,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,87,7.08,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,88,8.16,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,89,6.78,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,90,8.14,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,91,8.67,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,92,7.42,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,93,7.93,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,94,9.16,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,95,7.94,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,96,7.5,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,97,8.62,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,98,NA,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,99,9.08,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,100,7.2,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,101,9.41,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,102,8.46,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,103,9.53,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,104,9.25,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,105,7.46,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,106,8.89,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,107,7.89,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,108,NA,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,109,11.23,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,110,8.84,post-flexion
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,111,8.59,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,112,7.23,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,113,7.06,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,114,7.75,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,115,10.59,post-flexion
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,116,7.97,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,117,5.75,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,118,8.75,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,119,6.72,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,120,7.16,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,121,8.29,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,122,8.31,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,123,8.11,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,124,9,post-flexion
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,125,11.08,post-flexion
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,126,6.63,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,127,9.26,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,128,5.32,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,129,7.95,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,130,7.84,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,131,7.01,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,132,7.42,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,133,6.87,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,134,9.15,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,135,8.95,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,136,6.63,damaged- measurement inaccurate
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,137,6.78,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,138,NA,tiny + damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,139,5.54,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,140,NA,damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,141,6.32,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,142,6.85,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,143,6.59,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,144,6.99,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,145,7.56,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,146,6.42,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,147,8.3,flexion?
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,148,10.34,post-flexion
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,149,6.8,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,150,7.05,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,151,NA,heavily damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,152,NA,just a head
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,153,5.45,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,154,8.02,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,155,5.82,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,156,7.11,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,157,8.42,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,158,9.77,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,159,6.95,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,160,7.41,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,161,8.62,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,162,7.55,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,163,9.47,post-flexion
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,164,8.99,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,165,8.92,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,166,NA,heavily damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,167,NA,heavily damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,168,8.22,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,169,6.75,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,170,7.08,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,171,7.05,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,172,9.35,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,173,4.57,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,174,7.76,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,175,7.58,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,176,NA,heavily damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,177,7.02,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,178,7.65,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,179,7.13,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,180,7.19,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,181,6.31,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,182,6.4,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,183,NA,heavily damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,184,8.74,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,185,7.77,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,186,6.83,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,187,7.76,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,188,7.93,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,189,6.97,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,190,8.78,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,191,NA,heavily damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,192,8.4,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,193,NA,heavily damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,194,NA,heavily damaged
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,195,9.58,
mezcalW18-20190223-NH-S1-MbD-Moc4-N0,117-4-0,196,8.66,
