Vial_Label,Haul Code,Length(mm),
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,7.65,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,7.8,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,8.14,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,11.28,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,11.58,Chunk of underside missing
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,8.91,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,6.79,Body damaged and disintegrated
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,8.14,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,9.3,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,5.84,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,8.9,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,8.89,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,8.17,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,8.27,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,4.98,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,3.7,Measurement inaccurate; tail missing
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,4.98,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,6.93,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,7.7,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,6.87,Measurement inaccurate; tail section detached
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,6.04,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,4.01,
mezcalW19-20190305-NH-S1-MaD-Moc4-N4,310-4-4,5,
,,,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,6.13,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,17.55,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,13.89,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,15.64,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,15.9,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,18.45,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,16.09,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,18.38,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,11.96,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.54,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.5,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,11.75,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.07,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.28,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,11.96,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.14,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.79,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,11.04,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.96,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.76,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.84,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,10.38,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.86,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,10.33,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.87,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.16,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,13.35,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.61,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.34,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.56,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.04,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.62,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.05,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.09,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,10.84,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,11.22,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.56,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.12,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.6,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.59,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.12,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.74,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.36,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.42,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.61,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.92,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.42,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.2,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,10.94,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,11.05,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.64,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,12.6,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.53,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.62,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,10.35,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,10.23,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,11.52,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.6,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.14,"post-flexion, damaged"
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,5.94,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.69,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,6.11,tail slightly damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.72,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.09,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.11,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,only a tail portion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.97,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,5.72,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.33,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,6.44,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.58,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,5.81,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,severe damage
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,6.62,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.04,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.99,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,5.88,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,tail section only
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.59,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.39,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,6.33,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,5.03,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,6.31,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.95,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,6.08,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,severe damage
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.72,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.42,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.6,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.03,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,5.09,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.34,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.24,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,missing tail section
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,10.57,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,6.7,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,10.08,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.61,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.34,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,5.37,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.77,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.95,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,9.13,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,7.94,flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,8.16,post-flexion
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,6.12,
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,head only
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
mezcalW19-20190307-NH-S1-MbD-Moc4-N4,320-4-4,NA,damaged
,,,
mezcalW19-20190305-NH-S4-MaD-MOC4-N0,307-4-0,9.24,post-flexion
mezcalW19-20190305-NH-S4-MaD-MOC4-N0,307-4-0,8.48,post-flexion
,,,
mezcalW19-20190305-NH-S3-MaD-Moc1-N4*,308-1-4*,2.61,
,,,
mezcalW19-20190305-NH-S2-MaD-Moc1-N0,309-1-0,10.37,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc1-N0,309-1-0,8.39,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc1-N0,309-1-0,6.58,
mezcalW19-20190305-NH-S2-MaD-Moc1-N0,309-1-0,NA,BUTTER SOLE NOT ENGLISH
,,,
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,13.37,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,11.94,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,10.11,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,10.36,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,8.73,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,9.96,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,9.84,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,11.66,post-flexion
mezcalW19-20190305-NH-S2-MaD-Moc4-N0,309-4-0,11.23,post-flexion
,,,
mezcalW19-20190305-NH-S1-MaD-Moc1-N0-001,310-1-0,12.06,post-flexion 
mezcalW19-20190305-NH-S1-MaD-Moc1-N0-001,310-1-0,5.17,
,,,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,9.48,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,8.54,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,13.1,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,8.96,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,7.36,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,8.77,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,8.2,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,6.74,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,8.2,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,6.78,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,9.87,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,9.22,
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,11.01,post-flexion
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,7.76,"post-flexion, damaged"
mezcalW19-20190305-NH-S1-MaD-Moc4-N0,310-4-0,7.94,flexion
,,,
mezcalW19-20190307-NH-S4-MbD-Moc1-N0,317-1-0,4.2,
mezcalW19-20190307-NH-S4-MbD-Moc1-N0,317-1-0,5.1,
mezcalW19-20190307-NH-S4-MbD-Moc1-N0,317-1-0,11.94,post-flexion
,,,
mezcalW19-20190307-NH-S4-MbD-Moc1-N4*,317-1-4*,4.89,
mezcalW19-20190307-NH-S4-MbD-Moc1-N4*,317-1-4*,4.26,
mezcalW19-20190307-NH-S4-MbD-Moc1-N4*,317-1-4*,3.46,
mezcalW19-20190307-NH-S4-MbD-Moc1-N4*,317-1-4*,5.8,
,,,
mezcalW19-20190307-NH-S4-MbD-Moc4-N0,317-4-0,3.07,
,,,
mezcalW19-20190307-NH-S3-MbD-Moc1-N0,318-1-0,8.35,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc1-N0,318-1-0,7.8,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc1-N0,318-1-0,6.71,
mezcalW19-20190307-NH-S3-MbD-Moc1-N0,318-1-0,7.58,post-flexion
,,,
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,10.11,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,8.12,damaged
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,10.63,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,10.37,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,7.97,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,NA,damaged
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,6.6,
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,9.98,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,10.22,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,9.99,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,NA,not english sole 
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,9.69,post-flexion
mezcalW19-20190307-NH-S3-MbD-Moc4-N0,318-4-0,8.88,post-flexion
,,,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,4.11,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,5.31,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,3.86,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,3.6,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,5.85,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,5.14,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,5.44,
mezcalW19-20190307-NH-S2-MbD-Moc1-N4*,319-1-4*,4.46,
,,,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,12.35,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,12.07,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.49,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.05,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,11.92,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.92,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.32,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.27,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,11.01,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,11.01,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.45,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.98,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.19,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.94,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.57,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,10.61,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.22,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.57,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,13.66,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,10.69,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.59,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.42,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.17,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.69,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,10.17,"post-flexion, damaged"
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,10.97,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,10.35,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.5,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.85,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,7.96,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,7.89,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.78,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,11.04,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.26,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.9,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.69,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,NA,damaged
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.26,"post-flexion, damaged"
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.97,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,11.09,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,10.21,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.71,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.34,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.49,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.05,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.09,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,10.19,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.75,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.61,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.95,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.65,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.68,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.73,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.25,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,12.28,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,10.64,flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.82,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.9,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.81,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,10.25,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,10.11,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.5,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.83,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.75,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.91,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.4,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.91,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,6.7,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.25,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,11.32,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,8.51,
mezcalW19-20190307-NH-S2-MbD-Moc4-N0,319-4-0,9.19,post-flexion
,,,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,14.7,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,14.12,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,14.79,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,9.57,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,10.47,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,6.85,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,9.63,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,NA,severe damage
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.8,flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8.15,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,6.33,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.9,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,9.66,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8.59,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8.77,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,9.06,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,3.99,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,5.28,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8.44,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,10.72,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,5.85,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,3.99,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,NA,missing tail
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,6.22,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.28,flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.73,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8.87,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.45,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,6.75,flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,9.69,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,8.26,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.2,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,6.79,flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,9.24,post-flexion
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,7.65,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,6.47,
mezcalW19-20190307-NH-S2-MbD-Moc1-N0,319-1-0,NA,severe damage
