time,mole_concentration_of_dissolved_molecular_oxygen_in_sea_water_profiler_depth_enabled,mole_concentration_of_dissolved_molecular_oxygen_in_sea_water_profiler_depth_enabled_qc_agg
UTC,micromol.L-1,
2016-08-27T02:17:00Z,237.316393065,NaN
2016-08-27T02:17:00Z,247.2404187023,NaN
2016-08-27T02:17:00Z,258.5345769399,NaN
2016-08-27T02:17:00Z,268.5645409907,NaN
2016-08-27T08:13:00Z,311.6453529964,NaN
2016-08-27T08:14:00Z,311.9253341325,NaN
2016-08-27T08:14:00Z,312.3796566894,NaN
2016-08-27T08:14:00Z,313.0591663413,NaN
2016-08-27T08:14:00Z,314.7611028035,NaN
2016-08-27T08:14:00Z,316.7113348963,NaN
2016-08-27T08:14:00Z,318.3855245118,NaN
2016-08-27T08:15:00Z,319.1681070872,NaN
2016-08-27T08:15:00Z,319.8348366795,NaN
2016-08-27T08:15:00Z,321.2626284003,NaN
2016-08-27T08:15:00Z,323.1912896356,NaN
2016-08-27T08:15:00Z,325.9447794551,NaN
2016-08-27T08:15:00Z,328.6340931995,NaN
2016-08-27T08:15:00Z,330.5262639985,NaN
2016-08-27T08:16:00Z,331.6826980605,NaN
2016-08-27T08:16:00Z,333.33377788,NaN
2016-08-27T08:16:00Z,335.75113526,NaN
2016-08-27T08:16:00Z,337.5696892667,NaN
2016-08-27T08:16:00Z,339.1951008352,NaN
2016-08-27T08:16:00Z,341.2411249718,NaN
2016-08-27T08:16:00Z,344.0316864016,NaN
2016-08-27T08:16:00Z,347.3707344891,NaN
2016-08-27T08:17:00Z,349.11585128,NaN
2016-08-27T08:17:00Z,351.6437474467,NaN
2016-08-27T08:17:00Z,357.2215116155,NaN
2016-08-27T14:13:00Z,308.5069461383,NaN
2016-08-27T14:14:00Z,308.5530874027,NaN
2016-08-27T14:14:00Z,308.6934540191,NaN
2016-08-27T14:14:00Z,308.8428333154,NaN
2016-08-27T14:14:00Z,309.1209985315,NaN
2016-08-27T14:14:00Z,311.3237992909,NaN
2016-08-27T14:14:00Z,314.4901029444,NaN
2016-08-27T14:14:00Z,317.4579221301,NaN
2016-08-27T14:15:00Z,318.7671776156,NaN
2016-08-27T14:15:00Z,320.2880634459,NaN
2016-08-27T14:15:00Z,323.9067632632,NaN
2016-08-27T14:15:00Z,327.8439028969,NaN
2016-08-27T14:15:00Z,331.2490686048,NaN
2016-08-27T14:15:00Z,334.7018741212,NaN
2016-08-27T14:15:00Z,337.0884808888,NaN
2016-08-27T14:16:00Z,337.9965146225,NaN
2016-08-27T14:16:00Z,339.0867639239,NaN
2016-08-27T14:16:00Z,341.0885296983,NaN
2016-08-27T14:16:00Z,342.6779812576,NaN
2016-08-27T14:16:00Z,343.5650708587,NaN
2016-08-27T14:16:00Z,344.5139377812,NaN
2016-08-27T14:17:00Z,345.2866674584,NaN
2016-08-27T14:17:00Z,345.8672718443,NaN
2016-08-27T14:17:00Z,346.3572725819,NaN
2016-08-27T14:17:00Z,346.9178482835,NaN
2016-08-27T20:13:00Z,353.8978048484,NaN
2016-08-27T20:14:00Z,353.6404802898,NaN
2016-08-27T20:14:00Z,353.3332771214,NaN
2016-08-27T20:14:00Z,353.1563196014,NaN
2016-08-27T20:14:00Z,353.5010460504,NaN
2016-08-27T20:14:00Z,354.5338452691,NaN
2016-08-27T20:14:00Z,355.8542310691,NaN
2016-08-27T20:14:00Z,357.572253103,NaN
2016-08-27T20:15:00Z,359.421089005,NaN
2016-08-27T20:15:00Z,360.8594702644,NaN
2016-08-27T20:15:00Z,362.2547765856,NaN
2016-08-27T20:15:00Z,363.2982240876,NaN
2016-08-27T20:15:00Z,364.043036871,NaN
2016-08-27T20:15:00Z,365.1938379726,NaN
2016-08-27T20:15:00Z,366.402699681,NaN
2016-08-27T20:16:00Z,366.9252992186,NaN
2016-08-27T20:16:00Z,367.8009106511,NaN
2016-08-27T20:16:00Z,369.3199272764,NaN
2016-08-27T20:16:00Z,372.8215460782,NaN
2016-08-27T20:16:00Z,376.5221876742,NaN
2016-08-27T20:16:00Z,380.9103219424,NaN
2016-08-27T20:16:00Z,385.0080714769,NaN
2016-08-27T20:16:00Z,388.3038761692,NaN
2016-08-27T20:17:00Z,390.8870062059,NaN
2016-08-27T20:17:00Z,396.6065883055,NaN
2016-08-28T02:13:00Z,242.823960027,NaN
2016-08-28T02:13:00Z,242.6783146163,NaN
2016-08-28T02:14:00Z,242.3806487995,NaN
2016-08-28T02:14:00Z,241.9097310723,NaN
2016-08-28T02:14:00Z,242.3803664509,NaN
2016-08-28T02:14:00Z,244.0445112466,NaN
2016-08-28T02:14:00Z,249.2022328743,NaN
2016-08-28T02:14:00Z,255.5551860227,NaN
2016-08-28T02:14:00Z,260.7752821691,NaN
2016-08-28T02:15:00Z,265.2342986748,NaN
2016-08-28T02:15:00Z,271.0310587862,NaN
2016-08-28T02:15:00Z,278.2587896021,NaN
2016-08-28T02:15:00Z,285.7701638342,NaN
2016-08-28T02:15:00Z,292.7365904009,NaN
2016-08-28T02:15:00Z,300.1117891765,NaN
2016-08-28T02:15:00Z,305.4890970497,NaN
2016-08-28T02:16:00Z,307.9856139568,NaN
2016-08-28T02:16:00Z,310.9262820521,NaN
2016-08-28T02:16:00Z,315.3226368807,NaN
2016-08-28T02:16:00Z,321.0946488601,NaN
2016-08-28T02:16:00Z,325.6767195549,NaN
2016-08-28T02:16:00Z,329.4582521465,NaN
2016-08-28T02:16:00Z,333.134995651,NaN
2016-08-28T02:16:00Z,335.8391330759,NaN
2016-08-28T02:17:00Z,337.3703147067,NaN
2016-08-28T02:17:00Z,340.6111511034,NaN
2016-08-28T02:17:00Z,344.5736986099,NaN
2016-08-28T08:13:00Z,329.0522691072,NaN
2016-08-28T08:14:00Z,329.0452139379,NaN
2016-08-28T08:14:00Z,328.9220890588,NaN
2016-08-28T08:14:00Z,329.0287536394,NaN
2016-08-28T08:14:00Z,329.3808083811,NaN
2016-08-28T08:14:00Z,329.4509254838,NaN
2016-08-28T08:14:00Z,329.8490533462,NaN
2016-08-28T08:14:00Z,329.8823901296,NaN
2016-08-28T08:14:00Z,330.6505627168,NaN
2016-08-28T08:14:00Z,331.6079966157,NaN
2016-08-28T08:15:00Z,331.7827815466,NaN
2016-08-28T08:15:00Z,334.1105409186,NaN
2016-08-28T08:15:00Z,336.9323548415,NaN
2016-08-28T08:15:00Z,339.003920416,NaN
2016-08-28T08:15:00Z,341.239931341,NaN
2016-08-28T08:15:00Z,343.576475395,NaN
2016-08-28T08:15:00Z,345.3131100803,NaN
2016-08-28T08:15:00Z,347.5728622595,NaN
2016-08-28T08:15:00Z,349.4719297074,NaN
2016-08-28T08:16:00Z,350.4004933152,NaN
2016-08-28T08:16:00Z,351.9144511193,NaN
2016-08-28T08:16:00Z,353.5313225532,NaN
2016-08-28T08:16:00Z,353.8746092166,NaN
2016-08-28T08:16:00Z,354.570345601,NaN
2016-08-28T14:13:00Z,291.1913999605,NaN
2016-08-28T14:14:00Z,291.1571498868,NaN
2016-08-28T14:14:00Z,291.1134486822,NaN
2016-08-28T14:14:00Z,291.0590355758,NaN
2016-08-28T14:14:00Z,290.9058389215,NaN
2016-08-28T14:14:00Z,290.8455958427,NaN
2016-08-28T14:14:00Z,291.1637729353,NaN
2016-08-28T14:14:00Z,292.7033464989,NaN
2016-08-28T14:14:00Z,293.7207933032,NaN
2016-08-28T14:15:00Z,294.9952949409,NaN
2016-08-28T14:15:00Z,297.5395345224,NaN
2016-08-28T14:15:00Z,300.8863899641,NaN
2016-08-28T14:15:00Z,304.339601623,NaN
2016-08-28T14:15:00Z,307.1069709743,NaN
2016-08-28T14:15:00Z,310.1278488442,NaN
2016-08-28T14:15:00Z,313.3801382038,NaN
2016-08-28T14:15:00Z,315.3313221665,NaN
2016-08-28T14:16:00Z,316.7737057991,NaN
2016-08-28T14:16:00Z,319.6936378294,NaN
2016-08-28T14:16:00Z,323.2119358721,NaN
2016-08-28T14:16:00Z,326.2865913037,NaN
2016-08-28T14:16:00Z,329.3364635034,NaN
2016-08-28T14:16:00Z,332.4561877671,NaN
2016-08-28T14:16:00Z,335.2131652489,NaN
2016-08-28T14:16:00Z,337.2058853486,NaN
2016-08-28T14:17:00Z,338.1915608561,NaN
2016-08-28T20:13:00Z,271.5360817666,NaN
2016-08-28T20:14:00Z,271.5727607758,NaN
2016-08-28T20:14:00Z,271.5185126436,NaN
2016-08-28T20:14:00Z,271.8045469485,NaN
2016-08-28T20:14:00Z,273.1641069757,NaN
2016-08-28T20:14:00Z,276.3469515961,NaN
2016-08-28T20:14:00Z,280.6026806117,NaN
2016-08-28T20:14:00Z,283.3345940109,NaN
2016-08-28T20:15:00Z,286.1483365965,NaN
2016-08-28T20:15:00Z,291.0358959732,NaN
2016-08-28T20:15:00Z,296.5655682928,NaN
2016-08-28T20:15:00Z,300.9350108651,NaN
2016-08-28T20:15:00Z,305.3188938026,NaN
2016-08-28T20:15:00Z,309.0752501558,NaN
2016-08-28T20:15:00Z,313.2718325093,NaN
2016-08-28T20:16:00Z,315.2857720683,NaN
2016-08-28T20:16:00Z,317.5261012985,NaN
2016-08-28T20:16:00Z,321.0466685368,NaN
2016-08-28T20:16:00Z,324.311256899,NaN
2016-08-28T20:16:00Z,328.1074134501,NaN
2016-08-28T20:16:00Z,330.5758986077,NaN
2016-08-28T20:16:00Z,332.7364892607,NaN
2016-08-28T20:16:00Z,334.4682047836,NaN
2016-08-28T20:17:00Z,335.9002803389,NaN
2016-08-28T20:17:00Z,340.5729062915,NaN
2016-08-28T20:17:00Z,346.6137697887,NaN
2016-08-29T02:13:00Z,298.2764587578,NaN
2016-08-29T02:13:00Z,298.266443915,NaN
2016-08-29T02:14:00Z,298.062084493,NaN
2016-08-29T02:14:00Z,297.8873299188,NaN
2016-08-29T02:14:00Z,297.5231133751,NaN
2016-08-29T02:14:00Z,297.2178681472,NaN
2016-08-29T02:14:00Z,297.9902485546,NaN
2016-08-29T02:14:00Z,299.6648858385,NaN
2016-08-29T02:14:00Z,301.4561046491,NaN
2016-08-29T02:14:00Z,302.5387472493,NaN
2016-08-29T02:15:00Z,303.2802272877,NaN
2016-08-29T02:15:00Z,305.8374842372,NaN
2016-08-29T02:15:00Z,308.5538224097,NaN
2016-08-29T02:15:00Z,311.832744644,NaN
2016-08-29T02:15:00Z,315.8394462491,NaN
2016-08-29T02:15:00Z,320.2414912908,NaN
2016-08-29T02:15:00Z,323.8322139294,NaN
2016-08-29T02:16:00Z,325.8034415955,NaN
2016-08-29T02:16:00Z,328.43733737,NaN
2016-08-29T02:16:00Z,332.1049647022,NaN
2016-08-29T02:16:00Z,335.7081720614,NaN
2016-08-29T02:16:00Z,339.214083381,NaN
2016-08-29T02:16:00Z,343.4598690325,NaN
2016-08-29T02:16:00Z,346.5086740132,NaN
2016-08-29T02:17:00Z,348.0065509847,NaN
2016-08-29T02:17:00Z,351.0004464324,NaN
2016-08-29T02:17:00Z,358.2209750345,NaN
2016-08-29T02:17:00Z,367.5645932982,NaN
2016-08-29T08:13:00Z,307.854973439,NaN
2016-08-29T08:14:00Z,306.9691910358,NaN
2016-08-29T08:14:00Z,306.8572427734,NaN
2016-08-29T08:15:00Z,306.8805036808,NaN
2016-08-29T08:15:00Z,306.9565076283,NaN
2016-08-29T08:15:00Z,307.2112946562,NaN
2016-08-29T08:15:00Z,307.8145150905,NaN
2016-08-29T08:15:00Z,308.5030947205,NaN
2016-08-29T08:15:00Z,309.4686380163,NaN
2016-08-29T08:15:00Z,310.1015681637,NaN
2016-08-29T08:15:00Z,311.2463819099,NaN
2016-08-29T08:15:00Z,312.4621538483,NaN
2016-08-29T08:15:00Z,313.5278026154,NaN
2016-08-29T08:15:00Z,314.5916041999,NaN
2016-08-29T08:16:00Z,315.2976055444,NaN
2016-08-29T08:16:00Z,316.143050815,NaN
2016-08-29T08:16:00Z,316.9801387265,NaN
2016-08-29T08:16:00Z,320.3434874813,NaN
2016-08-29T08:16:00Z,324.2073604011,NaN
2016-08-29T08:16:00Z,328.0697399111,NaN
2016-08-29T08:16:00Z,331.5429455133,NaN
2016-08-29T08:16:00Z,334.5396883116,NaN
2016-08-29T08:16:00Z,338.8091048544,NaN
2016-08-29T08:16:00Z,343.2697343592,NaN
2016-08-29T08:17:00Z,348.3357697815,NaN
2016-08-29T14:13:00Z,294.327237653,NaN
2016-08-29T14:14:00Z,293.0731647013,NaN
2016-08-29T14:14:00Z,292.6710249473,NaN
2016-08-29T14:14:00Z,292.713753387,NaN
2016-08-29T14:14:00Z,292.8702449369,NaN
2016-08-29T14:14:00Z,293.1313401872,NaN
2016-08-29T14:15:00Z,293.3270606843,NaN
2016-08-29T14:15:00Z,293.4566230796,NaN
2016-08-29T14:15:00Z,293.6251731946,NaN
2016-08-29T14:15:00Z,294.4057897795,NaN
2016-08-29T14:15:00Z,295.4430147642,NaN
2016-08-29T14:15:00Z,296.3284731712,NaN
2016-08-29T14:15:00Z,297.1163778123,NaN
2016-08-29T14:15:00Z,298.2291539335,NaN
2016-08-29T14:15:00Z,299.5439623811,NaN
2016-08-29T14:15:00Z,300.5339363967,NaN
2016-08-29T14:15:00Z,301.5674437535,NaN
2016-08-29T14:16:00Z,301.9000038977,NaN
2016-08-29T14:16:00Z,303.2831531196,NaN
2016-08-29T14:16:00Z,305.3860653404,NaN
2016-08-29T14:16:00Z,311.0786609009,NaN
2016-08-29T14:16:00Z,318.0387087681,NaN
2016-08-29T14:16:00Z,324.6298958578,NaN
2016-08-29T14:16:00Z,331.3220999425,NaN
2016-08-29T20:13:00Z,276.8731803421,NaN
2016-08-29T20:14:00Z,276.2768476911,NaN
2016-08-29T20:14:00Z,276.070668401,NaN
2016-08-29T20:14:00Z,276.0321768164,NaN
2016-08-29T20:14:00Z,276.4054881495,NaN
2016-08-29T20:14:00Z,276.7848072746,NaN
2016-08-29T20:14:00Z,277.1826730743,NaN
2016-08-29T20:14:00Z,277.5275559049,NaN
2016-08-29T20:15:00Z,277.590749672,NaN
2016-08-29T20:15:00Z,277.7562991646,NaN
2016-08-29T20:15:00Z,278.8723267456,NaN
2016-08-29T20:15:00Z,281.740181446,NaN
2016-08-29T20:15:00Z,286.6106542401,NaN
2016-08-29T20:15:00Z,293.6437812563,NaN
2016-08-29T20:15:00Z,301.4252859992,NaN
2016-08-29T20:15:00Z,313.7608876338,NaN
2016-08-29T20:15:00Z,323.9093843343,NaN
2016-08-29T20:16:00Z,328.6718911713,NaN
2016-08-29T20:16:00Z,333.5255746121,NaN
2016-08-29T20:16:00Z,342.2245134332,NaN
2016-08-29T20:16:00Z,349.8311511772,NaN
2016-08-29T20:16:00Z,356.2335672599,NaN
2016-08-29T20:16:00Z,363.0907652689,NaN
2016-08-29T20:16:00Z,368.7818098796,NaN
2016-08-29T20:16:00Z,375.432993563,NaN
2016-08-30T02:13:00Z,263.356341175,NaN
2016-08-30T02:14:00Z,263.3899488573,NaN
2016-08-30T02:14:00Z,264.0281409409,NaN
2016-08-30T02:14:00Z,264.9640051803,NaN
2016-08-30T02:14:00Z,266.2373292272,NaN
2016-08-30T02:14:00Z,267.5209874678,NaN
2016-08-30T02:14:00Z,268.7620005559,NaN
2016-08-30T02:14:00Z,269.5181935062,NaN
2016-08-30T02:14:00Z,270.290837699,NaN
2016-08-30T02:15:00Z,271.0355658774,NaN
2016-08-30T02:15:00Z,271.6411799885,NaN
2016-08-30T02:15:00Z,273.3891398454,NaN
2016-08-30T02:15:00Z,278.8544201811,NaN
2016-08-30T02:15:00Z,284.2813902171,NaN
2016-08-30T02:15:00Z,289.5134979006,NaN
2016-08-30T02:15:00Z,296.4229351968,NaN
2016-08-30T02:15:00Z,304.4273185242,NaN
2016-08-30T02:15:00Z,311.1980528162,NaN
2016-08-30T02:16:00Z,316.6002056337,NaN
2016-08-30T02:16:00Z,323.1520258976,NaN
2016-08-30T02:16:00Z,335.3778612497,NaN
2016-08-30T02:16:00Z,347.2842332744,NaN
2016-08-30T02:16:00Z,359.3195071898,NaN
2016-08-30T02:16:00Z,372.8326827642,NaN
2016-08-30T02:16:00Z,384.5554203334,NaN
2016-08-30T08:13:00Z,295.2056729022,NaN
2016-08-30T08:14:00Z,294.8317071335,NaN
2016-08-30T08:14:00Z,294.7479414588,NaN
2016-08-30T08:14:00Z,294.6554074415,NaN
2016-08-30T08:14:00Z,294.5372852693,NaN
2016-08-30T08:14:00Z,294.5380503664,NaN
2016-08-30T08:14:00Z,294.3120201492,NaN
2016-08-30T08:14:00Z,294.4720443429,NaN
2016-08-30T08:14:00Z,294.3314818861,NaN
2016-08-30T08:15:00Z,294.3140466885,NaN
2016-08-30T08:15:00Z,293.6875260235,NaN
2016-08-30T08:15:00Z,294.8342200841,NaN
2016-08-30T08:15:00Z,299.2089435891,NaN
2016-08-30T08:15:00Z,308.703800515,NaN
2016-08-30T08:15:00Z,320.9945409795,NaN
2016-08-30T08:15:00Z,334.9979996141,NaN
2016-08-30T08:15:00Z,349.0299951192,NaN
2016-08-30T08:15:00Z,361.9793987715,NaN
2016-08-30T08:15:00Z,373.6730696821,NaN
2016-08-30T08:15:00Z,379.5853460295,NaN
2016-08-30T08:16:00Z,383.8510881316,NaN
2016-08-30T08:16:00Z,389.4978045217,NaN
2016-08-30T08:16:00Z,396.2292038394,NaN
2016-08-30T08:16:00Z,402.1355972029,NaN
2016-08-30T08:16:00Z,408.4011082306,NaN
2016-08-30T14:13:00Z,275.3713291985,NaN
2016-08-30T14:14:00Z,274.6149942769,NaN
2016-08-30T14:14:00Z,274.4337508959,NaN
2016-08-30T14:14:00Z,274.3143865867,NaN
2016-08-30T14:14:00Z,274.092104141,NaN
2016-08-30T14:14:00Z,274.1729567948,NaN
2016-08-30T14:14:00Z,274.5023171187,NaN
2016-08-30T14:14:00Z,274.8810603373,NaN
2016-08-30T14:14:00Z,275.7931907846,NaN
2016-08-30T14:14:00Z,276.5958353945,NaN
2016-08-30T14:15:00Z,276.9504622999,NaN
2016-08-30T14:15:00Z,277.7122155941,NaN
2016-08-30T14:15:00Z,278.5894281413,NaN
2016-08-30T14:15:00Z,281.968053675,NaN
2016-08-30T14:15:00Z,287.4341810416,NaN
2016-08-30T14:15:00Z,292.4647164721,NaN
2016-08-30T14:15:00Z,298.1580692227,NaN
2016-08-30T14:15:00Z,305.1047530254,NaN
2016-08-30T14:15:00Z,313.9353419422,NaN
2016-08-30T14:15:00Z,322.0346267976,NaN
2016-08-30T14:16:00Z,326.8690391011,NaN
2016-08-30T14:16:00Z,333.2649743506,NaN
2016-08-30T14:16:00Z,343.1041117819,NaN
2016-08-30T14:16:00Z,355.0370842408,NaN
2016-08-30T20:13:00Z,391.1730453786,NaN
2016-08-30T20:14:00Z,391.369620754,NaN
2016-08-30T20:14:00Z,391.3830420692,NaN
2016-08-30T20:14:00Z,391.4345051797,NaN
2016-08-30T20:14:00Z,391.9382145491,NaN
2016-08-30T20:14:00Z,392.1596933072,NaN
2016-08-30T20:14:00Z,392.2420418002,NaN
2016-08-30T20:14:00Z,392.6569549243,NaN
2016-08-30T20:14:00Z,393.0150837747,NaN
2016-08-30T20:15:00Z,393.3086679081,NaN
2016-08-30T20:15:00Z,394.0715665987,NaN
2016-08-30T20:15:00Z,396.1555288679,NaN
2016-08-30T20:15:00Z,397.8893425931,NaN
2016-08-30T20:15:00Z,398.2253296423,NaN
2016-08-30T20:15:00Z,399.58066361,NaN
2016-08-30T20:15:00Z,401.4482128546,NaN
2016-08-30T20:15:00Z,404.3438103043,NaN
2016-08-30T20:15:00Z,406.8146129883,NaN
2016-08-30T20:16:00Z,408.3302711208,NaN
2016-08-30T20:16:00Z,410.6192063056,NaN
2016-08-30T20:16:00Z,414.3441245826,NaN
2016-08-30T20:16:00Z,418.2361636255,NaN
2016-08-30T20:16:00Z,422.8279799929,NaN
2016-08-30T20:16:00Z,427.2455296714,NaN
2016-08-30T20:16:00Z,432.6897400938,NaN
2016-08-30T20:16:00Z,439.9704063768,NaN
2016-08-31T02:13:00Z,392.7177681285,4
2016-08-31T02:14:00Z,392.0674315191,4
2016-08-31T02:14:00Z,391.4646341642,NaN
2016-08-31T02:14:00Z,391.3524386641,NaN
2016-08-31T02:14:00Z,390.9425784721,NaN
2016-08-31T02:14:00Z,391.0274739379,NaN
2016-08-31T02:14:00Z,391.744313222,NaN
2016-08-31T02:14:00Z,392.365505741,NaN
2016-08-31T02:14:00Z,393.0280412581,NaN
2016-08-31T02:14:00Z,393.9187856119,NaN
2016-08-31T02:15:00Z,394.7581925,NaN
2016-08-31T02:15:00Z,395.6752275274,NaN
2016-08-31T02:15:00Z,397.7795481275,NaN
2016-08-31T02:15:00Z,401.0082043017,NaN
2016-08-31T02:15:00Z,404.4123077855,NaN
2016-08-31T02:15:00Z,411.6812917922,NaN
2016-08-31T02:15:00Z,419.123900384,NaN
2016-08-31T02:15:00Z,425.7870081372,NaN
2016-08-31T02:15:00Z,431.3375107824,NaN
2016-08-31T02:16:00Z,435.3100648279,NaN
2016-08-31T02:16:00Z,439.0565339189,NaN
2016-08-31T02:16:00Z,445.4494829656,NaN
2016-08-31T02:16:00Z,452.4072761081,NaN
2016-08-31T02:16:00Z,458.1864206721,NaN
2016-08-31T02:16:00Z,465.1405318203,NaN
2016-08-31T02:16:00Z,473.2364105328,NaN
2016-08-31T08:13:00Z,414.1512520444,4
2016-08-31T08:14:00Z,413.1697055453,4
2016-08-31T08:14:00Z,412.6454526768,NaN
2016-08-31T08:14:00Z,412.1464071383,NaN
2016-08-31T08:14:00Z,411.6266595876,NaN
2016-08-31T08:14:00Z,411.3560537526,NaN
2016-08-31T08:14:00Z,411.4108788997,NaN
2016-08-31T08:14:00Z,411.343927709,NaN
2016-08-31T08:14:00Z,411.4979713018,NaN
2016-08-31T08:14:00Z,411.7795414086,NaN
2016-08-31T08:15:00Z,411.7642961877,NaN
2016-08-31T08:15:00Z,411.9494057368,NaN
2016-08-31T08:15:00Z,412.4397582449,NaN
2016-08-31T08:15:00Z,412.5447980542,NaN
2016-08-31T08:15:00Z,413.3726668968,NaN
2016-08-31T08:15:00Z,414.1278242745,NaN
2016-08-31T08:15:00Z,414.6946052586,NaN
2016-08-31T08:15:00Z,416.0324325835,NaN
2016-08-31T08:15:00Z,418.5747636309,NaN
2016-08-31T08:15:00Z,420.2814220464,NaN
2016-08-31T08:16:00Z,421.5789409794,NaN
2016-08-31T08:16:00Z,423.2272123909,NaN
2016-08-31T08:16:00Z,427.6152994694,NaN
2016-08-31T08:16:00Z,431.3259856324,NaN
2016-08-31T08:16:00Z,436.490523729,NaN
2016-08-31T08:16:00Z,442.2521130197,NaN
2016-08-31T08:27:00Z,403.4771315369,NaN
2016-08-31T08:27:00Z,402.6324788293,NaN
2016-08-31T08:27:00Z,401.0355563351,NaN
2016-08-31T08:27:00Z,399.8624299381,NaN
2016-08-31T08:27:00Z,399.7020452401,NaN
2016-08-31T08:27:00Z,399.775321751,NaN
2016-08-31T08:27:00Z,400.2355660159,NaN
2016-08-31T08:27:00Z,399.8209645295,NaN
2016-08-31T08:27:00Z,400.1569771925,NaN
2016-08-31T08:27:00Z,400.9471074948,NaN
2016-08-31T08:28:00Z,401.1550947392,NaN
2016-08-31T08:28:00Z,402.0807625523,NaN
2016-08-31T08:28:00Z,404.4005569493,NaN
2016-08-31T08:28:00Z,405.322961703,NaN
2016-08-31T08:28:00Z,407.0511570294,NaN
2016-08-31T08:28:00Z,409.09310101,NaN
2016-08-31T08:28:00Z,410.5375771756,NaN
2016-08-31T08:28:00Z,413.8287890046,NaN
2016-08-31T08:28:00Z,418.2917234002,NaN
2016-08-31T08:28:00Z,422.5710333434,NaN
2016-08-31T08:28:00Z,427.8621875963,NaN
2016-08-31T08:28:00Z,430.4079601782,NaN
2016-08-31T08:29:00Z,432.7470718668,NaN
2016-08-31T08:29:00Z,435.4926428378,NaN
2016-08-31T08:29:00Z,441.1829641254,NaN
2016-08-31T14:15:00Z,390.6728514282,NaN
2016-08-31T14:16:00Z,389.7486082694,NaN
2016-08-31T14:17:00Z,389.5283352075,NaN
2016-08-31T14:17:00Z,389.439744664,NaN
2016-08-31T14:17:00Z,389.2255726249,NaN
2016-08-31T14:17:00Z,389.3198482518,NaN
2016-08-31T14:17:00Z,389.5070949437,NaN
2016-08-31T14:17:00Z,389.3839696812,NaN
2016-08-31T14:17:00Z,389.4266898909,NaN
2016-08-31T14:17:00Z,389.7235844762,NaN
2016-08-31T14:17:00Z,390.6546651613,NaN
2016-08-31T14:17:00Z,391.9580020268,NaN
2016-08-31T14:17:00Z,393.522554732,NaN
2016-08-31T14:18:00Z,394.5669477235,NaN
2016-08-31T14:18:00Z,394.9912760392,NaN
2016-08-31T14:18:00Z,396.8601347224,NaN
2016-08-31T14:18:00Z,399.5340241129,NaN
2016-08-31T14:18:00Z,402.1703959065,NaN
2016-08-31T14:18:00Z,404.912270308,NaN
2016-08-31T14:18:00Z,407.6609782375,NaN
2016-08-31T14:18:00Z,409.8062759119,NaN
2016-08-31T14:18:00Z,412.7676449656,NaN
2016-08-31T14:18:00Z,415.5900050695,NaN
2016-08-31T14:19:00Z,418.4356776937,NaN
2016-08-31T20:15:00Z,436.762063843,NaN
2016-08-31T20:16:00Z,436.1631461376,NaN
2016-08-31T20:16:00Z,436.0500194054,NaN
2016-08-31T20:17:00Z,436.0996647761,NaN
2016-08-31T20:17:00Z,436.3648145098,NaN
2016-08-31T20:17:00Z,436.5032415716,NaN
2016-08-31T20:17:00Z,436.4608630813,NaN
2016-08-31T20:17:00Z,436.5489180688,NaN
2016-08-31T20:17:00Z,436.5682647729,NaN
2016-08-31T20:17:00Z,436.6630649488,NaN
2016-08-31T20:17:00Z,436.7152339805,NaN
2016-08-31T20:17:00Z,436.8552409022,NaN
2016-08-31T20:17:00Z,436.9357483199,NaN
2016-08-31T20:17:00Z,437.178159256,NaN
2016-08-31T20:17:00Z,437.4316816216,NaN
2016-08-31T20:18:00Z,437.3994179072,NaN
2016-08-31T20:18:00Z,437.7030828799,NaN
2016-08-31T20:18:00Z,439.0892876591,NaN
2016-08-31T20:18:00Z,440.2334002348,NaN
2016-08-31T20:18:00Z,440.9411043489,NaN
2016-08-31T20:18:00Z,441.3677992501,NaN
2016-08-31T20:18:00Z,442.4918768115,NaN
2016-08-31T20:18:00Z,443.7446302641,NaN
2016-08-31T20:18:00Z,444.7074466967,NaN
2016-08-31T20:19:00Z,445.7038306429,NaN
2016-08-31T20:19:00Z,446.9072223525,NaN
2016-08-31T20:19:00Z,450.1950626071,NaN
2016-09-01T02:15:00Z,431.3956454099,NaN
2016-09-01T02:16:00Z,429.2020039244,NaN
2016-09-01T02:16:00Z,428.8369495342,NaN
2016-09-01T02:17:00Z,428.5712397343,NaN
2016-09-01T02:17:00Z,428.5743606466,NaN
2016-09-01T02:17:00Z,429.1357076345,NaN
2016-09-01T02:17:00Z,429.6983548661,NaN
2016-09-01T02:17:00Z,430.0935198925,NaN
2016-09-01T02:17:00Z,430.3443016607,NaN
2016-09-01T02:17:00Z,430.347239803,NaN
2016-09-01T02:17:00Z,431.0442732885,NaN
2016-09-01T02:17:00Z,431.6999153647,NaN
2016-09-01T02:17:00Z,432.2219209555,NaN
2016-09-01T02:17:00Z,433.7223572437,NaN
2016-09-01T02:17:00Z,435.0213755505,NaN
2016-09-01T02:17:00Z,435.5412782335,NaN
2016-09-01T02:18:00Z,436.0840199335,NaN
2016-09-01T02:18:00Z,437.3517699791,NaN
2016-09-01T02:18:00Z,438.0069043351,NaN
2016-09-01T02:18:00Z,438.5315657179,NaN
2016-09-01T02:18:00Z,439.8140882539,NaN
2016-09-01T02:18:00Z,441.1664459421,NaN
2016-09-01T02:18:00Z,442.6488729489,NaN
2016-09-01T02:18:00Z,444.7336426486,NaN
