Cruise,date,Location,Transect,Station.,Net.no,moc.1.volume.m3,moc.4.volume.m3,time.start.GMT,time.end.GMT,notes
W19,190312,TR,MbN,2,2,226.3385877,905.3543509,9:21:00,9:26:48,
W19,190312,TR,MbN,2,3,189.8834008,759.5336029,9:26:49,9:31:29,
W19,190312,TR,MbN,2,4,191.137296,764.5491836,9:31:30,9:35:46,
W19,190312,TR,MbN,1,0,296.2981608,1185.192643,10:58:42,11:05:37,
W19,190312,TR,MbN,1,3,256.6022971,1026.409189,11:05:38,11:11:40,
W19,190312,TR,MbN,1,4,256.5090495,1026.036198,11:11:41,11:17:41,
S19,190717,TR,MaD,1,0,814.5366885,3258.146754,16:43:35,16:59:42,
S19,190717,TR,MaD,1,3,498.5205427,1994.08217,16:59:43,17:09:07,
S19,190717,TR,MaD,1,4,401.8802043,1607.520818,17:09:08,17:17:38,
S19,190717,TR,MaD,2,0,311.8328257,1247.331302,19:22:25,19:31:41,
S19,190717,TR,MaD,2,2,446.1269813,1784.507925,19:31:42,19:40:38,
S19,190717,TR,MaD,2,3,150.5645509,602.2582038,19:40:39,19:44:12,
S19,190717,TR,MaD,2,4,453.7142128,1814.856852,19:44:13,19:56:09,
S19,190717,TR,MaD,3,0,360.3892155,1441.556861,22:45:17,22:55:00,
S19,190717,TR,MaD,3,1,240.5306859,962.1227436,22:55:01,22:59:51,
S19,190717,TR,MaD,3,2,275.5261189,1102.104475,22:59:52,23:05:20,
S19,190717,TR,MaD,3,3,263.0396157,1052.158463,23:05:21,23:10:29,
S19,190717,TR,MaD,3,4,257.2270197,1028.908079,23:10:30,23:15:33,
S19,190718,TR,MaD,4,0,174.1053004,696.4212015,1:07:49,1:13:42,
S19,190718,TR,MaD,4,1,288.0749413,1152.299766,1:13:43,1:18:42,
S19,190718,TR,MaD,4,2,92.26274738,369.0509895,1:18:43,1:20:23,
S19,190718,TR,MaD,4,3,159.6878831,638.7515324,1:20:24,1:23:25,
S19,190718,TR,MaD,4,4,219.9308765,879.723506,1:23:26,1:27:20,
S19,190718,TR,MaD,5,0,254.9743798,1019.897519,2:27:18,2:34:04,
S19,190718,TR,MaD,5,1,320.041262,1280.165048,2:34:05,2:39:57,
S19,190718,TR,MaD,5,2,112.9394423,451.7577695,2:39:58,2:42:01,
S19,190718,TR,MaD,5,3,101.4774371,405.9097486,2:42:02,2:44:10,
S19,190718,TR,MaD,5,4,239.5241987,958.0967944,2:44:11,2:49:25,
S19,190718,TR,MaN,5,0,295.5819902,1182.327961,5:49:38,5:56:57,
S19,190718,TR,MaN,5,1,228.8469919,915.3879671,5:56:58,6:01:30,
S19,190718,TR,MaN,5,2,191.8964595,767.5858379,6:01:31,6:05:11,
S19,190718,TR,MaN,5,3,167.8663208,671.4652832,6:05:12,6:08:36,
S19,190718,TR,MaN,5,4,220.6125231,882.4500921,6:08:37,6:13:21,
S19,190718,TR,MaN,3,0,232.9146405,931.658562,8:31:02,8:37:49,
S19,190718,TR,MaN,3,1,148.3600297,593.4401186,8:37:50,8:40:47,
S19,190718,TR,MaN,3,2,101.8766836,407.5067342,8:40:48,8:43:00,
S19,190718,TR,MaN,3,3,231.8480282,927.3921125,8:43:01,8:48:00,
S19,190718,TR,MaN,3,4,188.4651124,753.8604494,8:48:41,8:52:43,
S19,190718,TR,MaN,1,0,234.6470424,938.5881695,10:25:29,10:30:45,
S19,190718,TR,MaN,1,3,181.06378,724.2551198,10:30:46,10:34:37,
S19,190718,TR,MaN,1,4,170.2910459,681.1641833,10:34:38,10:38:11,
S19,190719,TR,MbD,1,0,283.7863794,1135.145518,15:05:34,15:11:27,
S19,190719,TR,MbD,1,3,250.2425106,1000.970042,15:11:28,15:16:30,
S19,190719,TR,MbD,1,4,181.4518887,725.8075545,15:16:31,15:20:59,
S19,190719,TR,MbD,2,0,298.3899891,1193.559956,16:36:37,16:43:11,
S19,190719,TR,MbD,2,1,272.8909128,1091.563651,16:43:12,16:47:41,
S19,190719,TR,MbD,2,2,129.2352234,516.9408935,16:47:42,16:50:09,
S19,190719,TR,MbD,2,3,381.6374433,1526.549774,16:50:10,16:57:45,
S19,190719,TR,MbD,2,4,229.4562929,917.8251713,16:57:46,17:02:33,
S19,190719,TR,MbD,3,0,304.0367936,1216.147174,19:37:04,19:45:02,
S19,190719,TR,MbD,3,1,288.5022256,1154.008902,19:45:03,19:50:18,
S19,190719,TR,MbD,3,2,261.8366675,1047.34667,19:50:19,19:56:07,
S19,190719,TR,MbD,3,3,248.8264849,995.3059396,19:56:08,20:01:30,
S19,190719,TR,MbD,3,4,232.3288223,929.3152887,20:01:31,20:06:52,
S19,190719,TR,MbD,4,0,405.1023073,1620.40923,21:39:00,21:48:53,
S19,190719,TR,MbD,4,1,345.702116,1382.808464,21:48:54,21:57:13,
S19,190719,TR,MbD,4,2,238.9820575,955.92823,21:57:14,22:02:38,
S19,190719,TR,MbD,4,3,167.6961055,670.7844219,22:02:39,22:06:21,
S19,190719,TR,MbD,4,4,184.5607542,738.2430166,22:06:22,22:10:31,
S19,190720,TR,MbD,5,0,326.2799545,1305.119817,23:21:43,23:29:44,
S19,190720,TR,MbD,5,1,256.3130424,1025.25217,23:29:45,23:34:34,
S19,190720,TR,MbD,5,2,115.8085269,463.2341079,23:34:35,23:36:52,
S19,190720,TR,MbD,5,3,267.2218973,1068.887589,23:36:53,23:41:59,
S19,190720,TR,MbD,5,4,183.4689806,733.8759227,23:42:00,23:45:48,
S19,190721,TR,MbN,5,0,265.103055,1060.412219,5:30:35,5:37:25,
S19,190721,TR,MbN,5,1,190.8503289,763.4013153,5:37:26,5:40:59,
S19,190721,TR,MbN,5,2,204.5842746,818.3370985,5:41:00,5:44:50,
S19,190721,TR,MbN,5,3,188.0040629,752.0162517,5:44:51,5:48:19,
S19,190721,TR,MbN,5,4,163.6674998,654.669999,5:48:20,5:51:53,
S19,190721,TR,MbN,3,0,243.3760381,973.5041528,7:56:56,8:03:37,
S19,190721,TR,MbN,3,1,167.366288,669.4651523,8:03:38,8:06:43,
S19,190721,TR,MbN,3,2,181.069561,724.278244,8:06:44,8:10:15,
S19,190721,TR,MbN,3,3,186.5592706,746.2370822,8:10:16,8:13:48,
S19,190721,TR,MbN,3,4,191.3012606,765.205042,8:13:49,8:18:03,
S19,190721,TR,MbN,1,0,249.2772611,997.1090442,10:41:52,10:48:44,
S19,190721,TR,MbN,1,3,259.4772293,1037.908917,10:48:45,10:55:36,
S19,190721,TR,MbN,1,4,183.3159537,733.2638147,10:55:37,11:00:19,
S19,190722,NH,MaN,1,0,204.1044291,816.4177167,6:09:38,6:14:51,
S19,190722,NH,MaN,1,3,220.6003471,882.4013887,6:14:52,6:19:34,
S19,190722,NH,MaN,1,4,217.96033,871.8413198,6:19:35,6:24:44,
S19,190722,NH,MaN,3,0,265.9152566,1063.661026,8:22:25,8:29:16,
S19,190722,NH,MaN,3,1,166.9489928,667.795971,8:29:17,8:32:35,
S19,190722,NH,MaN,3,2,236.7562211,947.0248841,8:32:36,8:37:13,
S19,190722,NH,MaN,3,3,172.8528922,691.4115686,8:37:14,8:40:30,
S19,190722,NH,MaN,3,4,201.9724996,807.8899984,8:40:31,8:44:34,
S19,190722,NH,MaN,5,0,320.1322688,1280.529075,11:04:56,11:12:51,
S19,190722,NH,MaN,5,1,202.532277,810.1291084,11:12:41,11:16:53,
S19,190722,NH,MaN,5,2,215.2035467,860.814187,11:16:54,11:21:29,
S19,190722,NH,MaN,5,3,368.6568997,1474.627599,11:21:30,11:29:06,
S19,190722,NH,MaN,5,4,283.6306842,1134.522736,11:29:07,11:34:13,
S19,190722,NH,MaD,5,0,400.9951117,1603.980446,15:51:19,16:01:26,
S19,190722,NH,MaD,5,1,216.8606038,867.4424148,16:01:27,16:07:28,
S19,190722,NH,MaD,5,2,178.8478187,715.3912745,16:07:29,16:12:14,
S19,190722,NH,MaD,5,3,129.5969011,518.3876043,16:12:15,16:15:49,
S19,190722,NH,MaD,5,4,300.2720247,1201.088099,16:15:50,16:23:58,
S19,190722,NH,MaD,4,0,356.3464571,1425.385828,18:09:26,18:18:58,
S19,190722,NH,MaD,4,1,299.843886,1199.375544,18:18:59,18:25:43,
S19,190722,NH,MaD,4,2,156.6221213,626.4884856,18:25:44,18:29:10,
S19,190722,NH,MaD,4,3,150.49301,601.9720397,18:29:11,18:32:50,
S19,190722,NH,MaD,4,4,220.7478664,882.9914652,18:32:51,18:38:28,
S19,190722,NH,MaD,3,0,316.8640843,1267.456336,21:12:22,21:20:14,
S19,190722,NH,MaD,3,1,181.6873468,726.7493874,21:20:15,21:23:45,
S19,190722,NH,MaD,3,2,162.0323569,648.1294278,21:23:46,21:27:15,
S19,190722,NH,MaD,3,3,235.571216,942.2848642,21:27:16,21:32:37,
S19,190722,NH,MaD,3,4,309.8614766,1239.445906,21:32:38,21:40:09,
S19,190722,NH,MaD,2,0,218.3811696,873.5246783,23:14:03,23:19:48,
S19,190722,NH,MaD,2,2,266.7429336,1066.971734,23:19:49,23:24:43,
S19,190722,NH,MaD,2,3,194.091315,776.3652601,23:24:44,23:28:22,
S19,190722,NH,MaD,2,4,214.3265757,857.3063031,23:28:23,23:33:01,
S19,190723,NH,MaD,1,0,157.5612238,630.2448955,1:42:31,1:46:50,
S19,190723,NH,MaD,1,3,217.7019334,870.8077334,1:46:51,1:51:26,
S19,190723,NH,MaD,1,4,163.3176154,653.270462,1:51:27,1:55:17,
S19,190723,NH,deep,NA,0,2675.219183,10700.87673,12:29:38,13:38:46,
S19,190723,NH,deep,NA,1,1811.709641,7246.838564,13:38:47,14:13:42,
S19,190723,NH,deep,NA,2,1299.180803,5196.723209,14:13:43,14:37:17,
S19,190723,NH,deep,NA,3,1095.375966,4381.503862,14:37:18,15:01:49,
S19,190723,NH,deep,NA,4,1804.468788,7217.875152,15:01:50,15:44:50,
S19,190724,NH,MbN,1,0,145.2197687,580.8790746,6:06:36,6:10:38,
S19,190724,NH,MbN,1,3,217.598815,870.3952601,6:10:39,6:15:09,
S19,190724,NH,MbN,1,4,205.027848,820.111392,6:15:10,6:20:26,
S19,190724,NH,MbN,3,0,340.3215123,1361.286049,8:17:36,8:26:18,
S19,190724,NH,MbN,3,1,297.7100402,1190.840161,8:26:19,8:33:39,
S19,190724,NH,MbN,3,2,152.2547254,609.0189017,8:33:40,8:37:06,
S19,190724,NH,MbN,3,3,146.7477943,586.9911773,8:37:07,8:40:42,
S19,190724,NH,MbN,3,4,284.4638807,1137.855523,8:40:43,8:47:22,
S19,190724,NH,MbN,5,0,399.7026197,1598.810479,11:17:59,11:29:34,
S19,190724,NH,MbN,5,1,265.8743293,1063.497317,11:29:35,11:36:57,
S19,190724,NH,MbN,5,2,236.3469826,945.3879302,11:36:58,11:43:17,
S19,190724,NH,MbN,5,3,303.2835729,1213.134292,11:43:18,11:51:00,
S19,190724,NH,MbN,5,4,267.6107414,1070.442965,11:51:01,11:56:12,
S19,190724,NH,MbD,5,0,338.4236838,1353.694735,15:18:56,15:27:51,
S19,190724,NH,MbD,5,1,252.1713701,1008.68548,15:27:52,15:33:48,
S19,190724,NH,MbD,5,2,189.6218533,758.4874136,15:33:49,15:38:26,
S19,190724,NH,MbD,5,3,219.2376142,876.9504564,15:38:27,15:44:22,
S19,190724,NH,MbD,5,4,320.1593399,1280.63736,15:44:23,15:51:35,
S19,190724,NH,MbD,4,0,270.5951573,1082.380629,17:18:10,17:25:50,
S19,190724,NH,MbD,4,1,274.7090222,1098.836089,17:25:51,17:31:17,
S19,190724,NH,MbD,4,2,148.2882503,593.1530014,17:31:18,17:34:16,
S19,190724,NH,MbD,4,3,244.0402069,976.1608277,17:34:17,17:39:48,
S19,190724,NH,MbD,4,4,286.5221752,1146.0887,17:39:49,17:46:42,
S19,190724,NH,MbD,3,0,363.916166,1455.664664,20:07:04,20:15:54,
S19,190724,NH,MbD,3,1,197.8874188,791.549675,20:15:55,20:20:33,
S19,190724,NH,MbD,3,2,195.6694225,782.6776902,20:20:34,20:25:19,
S19,190724,NH,MbD,3,3,260.1142956,1040.457182,20:25:20,20:31:59,
S19,190724,NH,MbD,3,4,212.4427484,849.7709933,20:32:00,20:37:11,
S19,190724,NH,MbD,2,0,189.7266466,758.9065861,22:40:05,22:45:27,
S19,190724,NH,MbD,2,2,164.029393,656.1175719,22:45:28,22:48:38,
S19,190724,NH,MbD,2,3,131.2891468,525.1565871,22:48:39,22:51:24,
S19,190724,NH,MbD,2,4,256.1537421,1024.614969,22:51:25,22:57:24,
S19,190725,NH,MbD,1,0,209.7807487,839.1229954,1:17:09,1:22:47,
S19,190725,NH,MbD,1,3,184.063443,736.2537718,1:22:48,1:26:51,
S19,190725,NH,MbD,1,4,190.4232947,761.6931783,1:26:52,1:31:38,
