cruise,date,transect,station,location,Moc,Net,Haul,Length_mm,Notes
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.83,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.82,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.76,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,10.81,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,4.47,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.84,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.54,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.69,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.18,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.92,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.09,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.8,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.27,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,5.18,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.52,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.07,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.4,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.41,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.81,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.31,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.91,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,5.38,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.69,post flexion
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,10.76,post flexion
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.87,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.08,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.16,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.78,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.14,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.67,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.93,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.16,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.94,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.5,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.62,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.08,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.2,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.41,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.46,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.53,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.25,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.89,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.89,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,11.23,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.84,post-flexion
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.59,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.23,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.06,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.75,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,10.59,post-flexion
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.97,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,5.75,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.75,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.72,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.16,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.31,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9,post-flexion
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,11.08,post-flexion
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.63,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.26,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,5.32,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.95,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.84,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.01,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.42,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.87,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.15,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.95,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged- measurement iccurate
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.78,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,tiny + damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,5.54,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.32,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.85,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.59,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.99,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.56,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.42,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.3,flexion?
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,10.34,post-flexion
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.8,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.05,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,heavily damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,just a head
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,5.45,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.02,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,5.82,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.11,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.42,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.77,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.95,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.41,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.62,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.55,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.47,post-flexion
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.99,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.92,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,heavily damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,heavily damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.22,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.75,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.08,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.05,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.35,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,4.57,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.76,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.58,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,heavily damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.02,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.65,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.13,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.19,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.31,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.4,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,heavily damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.74,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.77,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.83,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.76,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,7.93,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,6.97,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.78,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,heavily damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.4,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,heavily damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,NA,heavily damaged
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,9.58,
mezcalW18,20190223,NH,1,MbD,4,0,117-4-0,8.66,
