,cruise,date,transect,station,location,Moc,Net,Haul,Length_mm,Notes
361,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,8.87,
362,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,8.15,
363,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,7.78,
364,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,8.13,
365,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,7.24,
366,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,9.38,
367,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,6.36,
368,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,NA,damaged
369,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,8.5,
370,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,7.92,
371,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,7.65,
372,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,9.02,
373,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,8.88,
374,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,8.59,
375,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,8.55,
376,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,7.93,
377,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,6.69,
378,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,5.18,
379,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,7.92,
380,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,8.54,
381,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,6.63,
382,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,6.81,
383,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,6.23,Midsection partially broken
384,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,5.69,
385,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,6.19,
386,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,7.32,
387,mezcalW19,20190307,NH,2,MbD,1,3,319-1-3,6.24,
388,mezcalW19,20190307,NH,3,MbD,1,2,318-1-2,6.56,
389,mezcalW19,20190307,NH,3,MbD,1,2,318-1-2,3.62,
390,mezcalW19,20190307,NH,3,MbD,1,4,318-1-4,6.56,
391,mezcalW19,20190307,NH,3,MbD,1,4,318-1-4,3.62,
392,mezcalW19,20190307,NH,3,MbD,4,1,318-4-1,10.01,
393,mezcalW19,20190307,NH,3,MbD,4,4,318-4-4,14.67,Body disintegrated
394,mezcalW19,20190307,NH,3,MbD,4,4,318-4-4,13.54,Body disintegrated
395,mezcalW19,20190307,NH,3,MbD,4,4,318-4-4,10.12,
396,mezcalW19,20190307,NH,3,MbD,4,2,318-4-2,9.77,
397,mezcalW19,20190307,NH,3,MbD,4,2,318-4-2,9.75,
398,mezcalW19,20190307,NH,3,MbD,4,3,318-4-3,11.53,
399,mezcalW19,20190307,NH,1,MbD,4,3,320-4-3,7.21,
400,mezcalW19,20190307,NH,1,MbD,4,3,320-4-3,5.52,
401,mezcalW19,20190307,NH,1,MbD,4,3,320-4-3,9.71,
402,mezcalW19,20190307,NH,1,MbD,4,3,320-4-3,11.81,
403,mezcalW19,20190307,NH,1,MbD,4,3,320-4-3,14.41,Gut region not present
404,mezcalW19,20190307,NH,1,MbD,4,3,320-4-3,15.89,
405,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,12,
406,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,10.61,
407,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,11.35,
408,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,11.91,
409,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,8.42,"Gut region and head damaged, missing both eyes"
410,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,11.82,
411,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,11.37,
412,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,12.82,
413,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,11.25,
414,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,9.36,
415,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,12.67,
416,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,14.71,
417,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,3.65,
418,mezcalW19,20190307,NH,1,MbD,1,3,320-1-3,3.11,
419,mezcalW19,20190305,NH,3,MaD,4,3,308-4-3,9.31,
420,mezcalW19,20190305,NH,3,MaD,4,3,308-4-3,9.77,
421,mezcalW19,20190305,NH,3,MaD,4,3,308-4-3,10.46,
422,mezcalW19,20190305,NH,3,MaD,4,4,308-4-4,8.4,
423,mezcalW19,20190305,NH,3,MaD,4,4,308-4-4,9.42,
424,mezcalW19,20190305,NH,3,MaD,4,4,308-4-4,10.79,
425,mezcalW19,20190305,NH,3,MaD,4,4,308-4-4,10.44,
426,mezcalW19,20190305,NH,3,MaD,4,4,308-4-4,9.74,
427,mezcalW19,20190305,NH,3,MaD,4,4,308-4-4,8.2,
428,mezcalW19,20190305,NH,3,MaD,4,4,308-4-4,7.65,
429,mezcalW19,20190305,NH,3,MaD,4,4,308-4-4,11.05,
430,mezcalW19,20190305,NH,3,MaD,4,4,308-4-4,10.65,
431,mezcalW19,20190305,NH,3,MaD,1,4,308-1-4,3.63,
432,mezcalW19,20190305,NH,3,MaD,1,4,308-1-4,4.46,
433,mezcalW19,20190305,NH,3,MaD,1,4,308-1-4,6.07,
434,mezcalW19,20190305,NH,3,MaD,1,4,308-1-4,NA,damaged
435,mezcalW19,20190305,NH,3,MaD,1,4,308-1-4,5.7,
436,mezcalW19,20190305,NH,3,MaD,1,4,308-1-4,10.41,
437,mezcalW19,20190305,NH,3,MaD,1,4,308-1-4,10.16,
438,mezcalW19,20190305,NH,3,MaD,1,3,308-1-3,11.6,
439,mezcalW19,20190305,NH,3,MaD,4,2,308-4-2,11.02,
440,mezcalW19,20190305,NH,2,MaD,1,2,309-1-2,4.36,
441,mezcalW19,20190305,NH,2,MaD,1,3,309-1-3,9.49,
442,mezcalW19,20190305,NH,2,MaD,1,3,309-1-3,5.22,
443,mezcalW19,20190305,NH,2,MaD,1,3,309-1-3,8.55,
444,mezcalW19,20190305,NH,2,MaD,1,4,309-1-4,7.61,
445,mezcalW19,20190305,NH,2,MaD,1,4,309-1-4,NA,damaged
446,mezcalW19,20190305,NH,2,MaD,1,4,309-1-4,4.29,
447,mezcalW19,20190305,NH,2,MaD,1,4,309-1-4,8.6,
448,mezcalW19,20190305,NH,2,MaD,1,4,309-1-4,8.45,
449,mezcalW19,20190305,NH,2,MaD,1,4,309-1-4,NA,damaged
450,mezcalW19,20190305,NH,2,MaD,1,4,309-1-4,4.06,
451,mezcalW19,20190305,NH,2,MaD,1,4,309-1-4,4.43,
452,mezcalW19,20190305,NH,2,MaD,1,4,309-1-4,11.28,
453,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,8.7,
454,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,8.56,
455,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,8.73,
456,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,11.41,Gut region not present
457,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,9.73,
458,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,9.36,
459,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,8.73,
460,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,NA,damaged
461,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,9.43,
462,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,10.4,
463,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,8.5,
464,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,13.2,
465,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,8.5,
466,mezcalW19,20190305,NH,2,MaD,4,3,309-4-3,14,
467,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,8.26,
468,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,NA,damaged
469,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,13,Gut region not present
470,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,14.12,Gut region not present
471,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,10.55,
472,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,8.83,
473,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,9.79,
474,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,9.98,
475,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,10.19,
476,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,10.27,
477,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,9.27,
478,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,9.68,
479,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,8.49,
480,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,9.38,
481,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,11.06,
482,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,11.09,
483,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,11.12,
484,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,11.46,
485,mezcalW19,20190305,NH,2,MaD,4,4,309-4-4,13.07,
486,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,7.08,
487,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,7.78,
488,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,8.1,
489,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,8.73,
490,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,9.39,
491,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,7.69,
492,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,10.81,
493,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,9.24,
494,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,8.31,
495,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,5.28,
496,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,2.42,
497,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,10.3,
498,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,5.84,
499,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,4.48,
500,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,8.76,
501,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,6.31,
502,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,7.43,
503,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,9.43,
504,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,5.52,
505,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,5.28,
506,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,8.46,
507,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,5.61,
508,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,8.61,
509,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,2.68,
510,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,4.06,
511,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,8.24,
512,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,5.04,
513,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,15.66,
514,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,4.86,
515,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,1.83,
516,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,2.15,
517,mezcalW19,20190307,NH,1,MbD,1,4,320-1-4,1.8,
518,mezcalW19,20190305,NH,1,MaD,1,3,310-1-3,10.36,
519,mezcalW19,20190305,NH,1,MaD,1,3,310-1-3,11.17,
520,mezcalW19,20190305,NH,1,MaD,1,3,310-1-3,17.59,
521,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,10.25,
522,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,6.67,
523,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,5.87,
524,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,8.38,
525,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,8.08,
526,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,9,
527,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,9.18,
528,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,4.82,
529,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,9.06,
530,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,10.48,
531,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,9.68,
532,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,10.54,
533,mezcalW19,20190305,NH,1,MaD,1,4,310-1-4,12.32,
534,mezcalW19,20190305,NH,1,MaD,4,3,310-4-3,10.21,
535,mezcalW19,20190305,NH,1,MaD,4,3,310-4-3,8.68,
536,mezcalW19,20190305,NH,1,MaD,4,3,310-4-3,12.28,
537,mezcalW19,20190305,NH,1,MaD,4,3,310-4-3,7.55,
538,mezcalW19,20190305,NH,1,MaD,4,3,310-4-3,11.33,
539,mezcalW19,20190305,NH,1,MaD,4,3,310-4-3,9.98,
540,mezcalW19,20190305,NH,1,MaD,4,3,310-4-3,10.95,
541,mezcalW19,20190305,NH,1,MaD,4,3,310-4-3,11.69,
542,mezcalW19,20190305,NH,1,MaD,4,3,310-4-3,13.84,
543,mezcalW19,20190305,NH,1,MaD,4,3,310-4-3,13.34,
544,mezcalW19,20190305,NH,1,MaD,4,3,310-4-3,14.7,
545,mezcalW19,20190307,NH,4,MbD,1,3,317-1-3,2.49,"Missing both eyes, tail broken during measurement"
546,mezcalW19,20190307,NH,4,MbD,1,1,317-1-1,5.47,
547,mezcalW19,20190307,NH,4,MbD,1,4,317-1-4,NA,damaged
548,mezcalW19,20190307,NH,4,MbD,1,4,317-1-4,4.41,
549,mezcalW19,20190307,NH,4,MbD,1,4,317-1-4,NA,damaged
550,mezcalW19,20190307,NH,4,MbD,4,3,317-4-3,7.42,
551,mezcalW19,20190307,NH,4,MbD,4,3,317-4-3,8.22,
552,mezcalW19,20190305,NH,4,MaD,1,4,307-1-4,4.34,
553,mezcalW19,20190305,NH,4,MaD,1,4,307-1-4,3.82,
554,mezcalW19,20190305,NH,4,MaD,1,4,307-1-4,3.33,
555,mezcalW19,20190305,NH,4,MaD,1,4,307-1-4,3.34,
556,mezcalW19,20190305,NH,4,MaD,1,4,307-1-4,3.45,
557,mezcalW19,20190305,NH,4,MaD,4,4,307-4-4,7.79,
558,mezcalW19,20190305,NH,4,MaD,4,4,307-4-4,8.07,
559,mezcalW19,20190305,NH,4,MaD,4,4,307-4-4,7.98,
560,mezcalW19,20190305,NH,4,MaD,4,4,307-4-4,9.01,
561,mezcalW19,20190305,NH,4,MaD,4,4,307-4-4,10.2,
562,mezcalW19,20190305,NH,4,MaD,4,4,307-4-4,12.27,
563,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.33,
564,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.14,
565,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.96,
566,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.45,
567,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.97,
568,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.23,
569,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.55,
570,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.93,
571,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,7.82,
572,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.41,
573,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.44,
574,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,12.29,
575,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
576,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.97,
577,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.37,
578,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.22,
579,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.38,
580,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.63,
581,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.41,
582,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.25,
583,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,12.33,
584,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.77,
585,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.21,
586,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.64,
587,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.99,
588,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.48,
589,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.69,
590,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.58,
591,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.78,
592,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,7.61,
593,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,13.28,
594,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.67,
595,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
596,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.03,
597,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.22,
598,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
599,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,12.48,
600,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.66,
601,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.37,
602,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.06,
603,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.94,
604,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,13.97,
605,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.4,
606,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
607,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.09,
608,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
609,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.41,
610,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,12.8,
611,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,14.71,
612,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.04,
613,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.86,
614,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.16,
615,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.41,
616,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.38,
617,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.18,
618,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.46,
619,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
620,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,6.03,
621,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.5,
622,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.32,
623,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.26,
624,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
625,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.46,
626,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.58,
627,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,6.97,
628,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.39,
629,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.16,
630,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,13.4,Gut region missing
631,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.47,
632,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,14.73,Gut region missing
633,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.62,
634,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.8,
635,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.91,
636,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,6.3,
637,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
638,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.74,
639,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.03,
640,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.96,Chunk of gut missing
641,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.89,
642,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.09,
643,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,6.34,
644,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
645,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.37,
646,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,5.72,
647,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,10.83,
648,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,12.16,
649,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.4,
650,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.24,
651,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.99,
652,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,7.8,
653,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.05,
654,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.75,
655,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,13.21,
656,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.93,
657,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,7.65,
658,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,7.8,
659,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.14,
660,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.28,
661,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,11.58,Chunk of underside missing
662,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.91,
663,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
664,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.14,
665,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,9.3,
666,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,5.84,
667,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.9,
668,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.89,
669,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.17,
670,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,8.27,
671,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,4.98,
672,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
673,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,4.98,
674,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,6.93,
675,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,7.7,
676,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,NA,damaged
677,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,6.04,
678,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,4.01,
679,mezcalW19,20190305,NH,1,MaD,4,4,310-4-4,5,
680,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,6.13,
681,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,17.55,post-flexion
682,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,13.89,post-flexion
683,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,15.64,post-flexion
684,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,15.9,post-flexion
685,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,18.45,post-flexion
686,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,16.09,post-flexion
687,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,18.38,post-flexion
688,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,11.96,post-flexion
689,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.54,post-flexion
690,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.5,post-flexion
691,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,11.75,post-flexion
692,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.07,flexion
693,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.28,flexion
694,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,11.96,post-flexion
695,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.14,flexion
696,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.79,flexion
697,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,11.04,post-flexion
698,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.96,
699,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.76,post-flexion
700,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.84,
701,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,10.38,post-flexion
702,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,7.86,
703,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,10.33,post-flexion
704,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.87,post-flexion
705,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.16,post-flexion
706,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,13.35,post-flexion
707,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.61,post-flexion
708,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,7.34,
709,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.56,post-flexion
710,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.04,
711,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.62,post-flexion
712,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.05,post-flexion
713,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.09,post-flexion
714,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,10.84,post-flexion
715,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,11.22,post-flexion
716,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,7.56,
717,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.12,flexion
718,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.6,post-flexion
719,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.59,post-flexion
720,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.12,post-flexion
721,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.74,post-flexion
722,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.36,post-flexion
723,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.42,post-flexion
724,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,9.61,post-flexion
725,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,7.92,
726,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,7.42,post-flexion
727,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,8.2,post-flexion
728,mezcalW19,20190307,NH,1,MbD,4,4,320-4-4,10.94,post-flexion
